TimeGenerated,Timestamp,DeviceName,ActionType,LocalIP,LocalIPType,LocalPort,RemoteIP,RemoteIPType,RemotePort,RemoteUrl,Protocol,InitiatingProcessFileName,InitiatingProcessFolderPath,InitiatingProcessCommandLine,InitiatingProcessAccountName,InitiatingProcessSHA256,Type
2026-04-28T11:48:53Z,2026-04-28T11:48:53Z,SVR-WEB-01,ConnectionSuccess,10.0.20.10,Private,62692,142.250.80.110,Public,443,www.google.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,jadams,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-28T22:03:03Z,2026-04-28T22:03:03Z,WS-DEV-02,ConnectionSuccess,10.0.10.11,Private,57700,17.253.144.10,Public,443,www.apple.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,bryce,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-29T04:38:11Z,2026-04-29T04:38:11Z,WS-HR-03,ConnectionSuccess,10.0.10.12,Private,54697,13.107.42.14,Public,443,outlook.office365.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,jadams,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-29T05:03:16Z,2026-04-29T05:03:16Z,WS-FINANCE-01,ConnectionSuccess,10.0.10.10,Private,54245,142.250.80.110,Public,443,www.google.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,dchen,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-29T05:36:51Z,2026-04-29T05:36:51Z,WS-FINANCE-01,ConnectionSuccess,10.0.10.10,Private,59413,13.107.42.14,Public,443,outlook.office365.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,bryce,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-28T18:51:04Z,2026-04-28T18:51:04Z,SVR-WEB-01,ConnectionSuccess,10.0.20.10,Private,57719,13.107.42.14,Public,443,outlook.office365.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,dchen,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-28T20:10:04Z,2026-04-28T20:10:04Z,WS-FINANCE-01,ConnectionSuccess,10.0.10.10,Private,50612,17.253.144.10,Public,443,www.apple.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,mholmes,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-29T13:25:19Z,2026-04-29T13:25:19Z,SVR-WEB-01,ConnectionSuccess,10.0.20.10,Private,60900,17.253.144.10,Public,443,www.apple.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,mholmes,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-28T15:09:01Z,2026-04-28T15:09:01Z,WS-HR-03,ConnectionSuccess,10.0.10.12,Private,53879,142.250.80.110,Public,443,www.google.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,mholmes,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-28T10:27:03Z,2026-04-28T10:27:03Z,WS-FINANCE-01,ConnectionSuccess,10.0.10.10,Private,58517,142.250.80.110,Public,443,www.google.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,bryce,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-28T19:31:24Z,2026-04-28T19:31:24Z,WS-HR-03,ConnectionSuccess,10.0.10.12,Private,62962,17.253.144.10,Public,443,www.apple.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,dchen,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-28T17:19:11Z,2026-04-28T17:19:11Z,WS-HR-03,ConnectionSuccess,10.0.10.12,Private,63455,17.253.144.10,Public,443,www.apple.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,jadams,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-29T09:56:42Z,2026-04-29T09:56:42Z,SVR-DC-01,ConnectionSuccess,10.0.20.5,Private,55379,142.250.80.110,Public,443,www.google.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,jadams,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-29T13:24:10Z,2026-04-29T13:24:10Z,WS-FINANCE-01,ConnectionSuccess,10.0.10.10,Private,55962,17.253.144.10,Public,443,www.apple.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,jadams,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-29T03:27:57Z,2026-04-29T03:27:57Z,WS-DEV-02,ConnectionSuccess,10.0.10.11,Private,58304,13.107.42.14,Public,443,outlook.office365.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,mholmes,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-28T13:54:20Z,2026-04-28T13:54:20Z,SVR-DC-01,ConnectionSuccess,10.0.20.5,Private,57725,13.107.42.14,Public,443,outlook.office365.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,mholmes,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-28T18:33:15Z,2026-04-28T18:33:15Z,WS-DEV-02,ConnectionSuccess,10.0.10.11,Private,49283,13.107.42.14,Public,443,outlook.office365.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,jadams,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-28T13:39:10Z,2026-04-28T13:39:10Z,WS-FINANCE-01,ConnectionSuccess,10.0.10.10,Private,60343,142.250.80.110,Public,443,www.google.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,bryce,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-29T11:33:18Z,2026-04-29T11:33:18Z,SVR-DC-01,ConnectionSuccess,10.0.20.5,Private,54790,142.250.80.110,Public,443,www.google.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,dchen,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-29T08:24:13Z,2026-04-29T08:24:13Z,WS-HR-03,ConnectionSuccess,10.0.10.12,Private,52252,13.107.42.14,Public,443,outlook.office365.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,dchen,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-29T06:00:53Z,2026-04-29T06:00:53Z,WS-FINANCE-01,ConnectionSuccess,10.0.10.10,Private,53369,13.107.42.14,Public,443,outlook.office365.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,jadams,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-28T16:35:12Z,2026-04-28T16:35:12Z,WS-HR-03,ConnectionSuccess,10.0.10.12,Private,59353,13.107.42.14,Public,443,outlook.office365.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,dchen,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-29T06:06:24Z,2026-04-29T06:06:24Z,WS-HR-03,ConnectionSuccess,10.0.10.12,Private,57686,142.250.80.110,Public,443,www.google.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,mholmes,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-29T02:52:40Z,2026-04-29T02:52:40Z,WS-HR-03,ConnectionSuccess,10.0.10.12,Private,54819,17.253.144.10,Public,443,www.apple.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,jadams,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-29T11:35:04Z,2026-04-29T11:35:04Z,SVR-WEB-01,ConnectionSuccess,10.0.20.10,Private,49566,17.253.144.10,Public,443,www.apple.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,bryce,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-28T23:06:10Z,2026-04-28T23:06:10Z,WS-FINANCE-01,ConnectionSuccess,10.0.10.10,Private,61526,17.253.144.10,Public,443,www.apple.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,mholmes,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-29T06:49:00Z,2026-04-29T06:49:00Z,WS-FINANCE-01,ConnectionSuccess,10.0.10.10,Private,56887,17.253.144.10,Public,443,www.apple.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,bryce,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-28T12:29:00Z,2026-04-28T12:29:00Z,SVR-WEB-01,ConnectionSuccess,10.0.20.10,Private,56823,13.107.42.14,Public,443,outlook.office365.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,mholmes,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-28T22:34:10Z,2026-04-28T22:34:10Z,WS-FINANCE-01,ConnectionSuccess,10.0.10.10,Private,52740,17.253.144.10,Public,443,www.apple.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,jadams,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-28T22:22:22Z,2026-04-28T22:22:22Z,SVR-WEB-01,ConnectionSuccess,10.0.20.10,Private,60718,142.250.80.110,Public,443,www.google.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,bryce,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-29T06:52:29Z,2026-04-29T06:52:29Z,SVR-DC-01,ConnectionSuccess,10.0.20.5,Private,62554,13.107.42.14,Public,443,outlook.office365.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,jadams,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-28T12:43:44Z,2026-04-28T12:43:44Z,SVR-WEB-01,ConnectionSuccess,10.0.20.10,Private,56443,142.250.80.110,Public,443,www.google.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,jadams,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-29T04:02:41Z,2026-04-29T04:02:41Z,SVR-DC-01,ConnectionSuccess,10.0.20.5,Private,56084,13.107.42.14,Public,443,outlook.office365.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,jadams,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-29T05:49:42Z,2026-04-29T05:49:42Z,WS-DEV-02,ConnectionSuccess,10.0.10.11,Private,60495,13.107.42.14,Public,443,outlook.office365.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,jadams,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-28T22:53:05Z,2026-04-28T22:53:05Z,SVR-WEB-01,ConnectionSuccess,10.0.20.10,Private,56224,142.250.80.110,Public,443,www.google.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,bryce,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-28T20:44:15Z,2026-04-28T20:44:15Z,WS-FINANCE-01,ConnectionSuccess,10.0.10.10,Private,61913,17.253.144.10,Public,443,www.apple.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,dchen,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-28T19:59:15Z,2026-04-28T19:59:15Z,WS-HR-03,ConnectionSuccess,10.0.10.12,Private,61579,142.250.80.110,Public,443,www.google.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,bryce,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-28T23:42:31Z,2026-04-28T23:42:31Z,WS-FINANCE-01,ConnectionSuccess,10.0.10.10,Private,55893,13.107.42.14,Public,443,outlook.office365.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,mholmes,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-28T15:33:03Z,2026-04-28T15:33:03Z,WS-HR-03,ConnectionSuccess,10.0.10.12,Private,65118,142.250.80.110,Public,443,www.google.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,mholmes,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-28T21:59:58Z,2026-04-28T21:59:58Z,SVR-DC-01,ConnectionSuccess,10.0.20.5,Private,59318,17.253.144.10,Public,443,www.apple.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,bryce,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-29T04:34:41Z,2026-04-29T04:34:41Z,WS-HR-03,ConnectionSuccess,10.0.10.12,Private,53173,13.107.42.14,Public,443,outlook.office365.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,mholmes,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-29T12:36:38Z,2026-04-29T12:36:38Z,WS-HR-03,ConnectionSuccess,10.0.10.12,Private,61829,13.107.42.14,Public,443,outlook.office365.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,jadams,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-28T23:23:21Z,2026-04-28T23:23:21Z,SVR-DC-01,ConnectionSuccess,10.0.20.5,Private,55489,17.253.144.10,Public,443,www.apple.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,bryce,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-28T19:26:03Z,2026-04-28T19:26:03Z,WS-DEV-02,ConnectionSuccess,10.0.10.11,Private,60998,17.253.144.10,Public,443,www.apple.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,jadams,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-28T18:23:06Z,2026-04-28T18:23:06Z,WS-FINANCE-01,ConnectionSuccess,10.0.10.10,Private,65166,13.107.42.14,Public,443,outlook.office365.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,jadams,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-28T17:11:13Z,2026-04-28T17:11:13Z,WS-DEV-02,ConnectionSuccess,10.0.10.11,Private,55360,13.107.42.14,Public,443,outlook.office365.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,dchen,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-29T10:24:28Z,2026-04-29T10:24:28Z,SVR-DC-01,ConnectionSuccess,10.0.20.5,Private,55468,17.253.144.10,Public,443,www.apple.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,bryce,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-29T03:58:24Z,2026-04-29T03:58:24Z,WS-FINANCE-01,ConnectionSuccess,10.0.10.10,Private,65418,13.107.42.14,Public,443,outlook.office365.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,jadams,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-29T10:55:35Z,2026-04-29T10:55:35Z,WS-HR-03,ConnectionSuccess,10.0.10.12,Private,65448,13.107.42.14,Public,443,outlook.office365.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,bryce,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-28T20:16:25Z,2026-04-28T20:16:25Z,SVR-WEB-01,ConnectionSuccess,10.0.20.10,Private,64884,17.253.144.10,Public,443,www.apple.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,bryce,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-29T03:59:10Z,2026-04-29T03:59:10Z,WS-DEV-02,ConnectionSuccess,10.0.10.11,Private,56405,13.107.42.14,Public,443,outlook.office365.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,bryce,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-28T21:16:07Z,2026-04-28T21:16:07Z,WS-HR-03,ConnectionSuccess,10.0.10.12,Private,60161,142.250.80.110,Public,443,www.google.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,dchen,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-29T12:54:19Z,2026-04-29T12:54:19Z,WS-HR-03,ConnectionSuccess,10.0.10.12,Private,59588,13.107.42.14,Public,443,outlook.office365.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,dchen,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-29T02:43:44Z,2026-04-29T02:43:44Z,SVR-WEB-01,ConnectionSuccess,10.0.20.10,Private,61825,13.107.42.14,Public,443,outlook.office365.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,mholmes,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-28T09:54:55Z,2026-04-28T09:54:55Z,WS-FINANCE-01,ConnectionSuccess,10.0.10.10,Private,62634,142.250.80.110,Public,443,www.google.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,bryce,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-28T19:14:31Z,2026-04-28T19:14:31Z,WS-FINANCE-01,ConnectionSuccess,10.0.10.10,Private,57337,13.107.42.14,Public,443,outlook.office365.com,Tcp,chrome.exe,C:\Windows\System32,chrome.exe,mholmes,0000000000000000000000000000000000000000000000000000000000000000,DeviceNetworkEvents
2026-04-15T14:32:00Z,2026-04-15T14:32:00Z,WS-OPS-01,ConnectionSuccess,10.0.17.17,Private,62534,142.250.80.78,Public,443,,Tcp,msedge.exe,C:\Program Files,msedge.exe,sthompson,df1d67723c0302bfe2299efb589e7ac6910c728f21ea7fb5e776e38e068de8a8,DeviceNetworkEvents
2026-04-15T14:54:35Z,2026-04-15T14:54:35Z,LAP-SALES-03,ConnectionSuccess,10.0.27.121,Private,61974,199.232.65.69,Public,443,,Tcp,code.exe,C:\Program Files,code.exe,agarcia,378f435d40f358582c19b0966ad4b3f0bcac0fb23fa8b5a157f263e2d29a6110,DeviceNetworkEvents
2026-04-15T15:10:06Z,2026-04-15T15:10:06Z,WS-FINANCE-01,ConnectionSuccess,10.0.16.119,Private,52016,142.250.80.46,Public,80,,Tcp,OUTLOOK.EXE,C:\Program Files,OUTLOOK.EXE,bsato,f6b61a00bf43da7e8fe51b1e97cd04dfc16d2cc799a1cc340a498de34dd9e3f7,DeviceNetworkEvents
2026-04-15T15:16:47Z,2026-04-15T15:16:47Z,WS-DEV-02,ConnectionSuccess,10.0.20.196,Private,61591,13.107.42.14,Public,443,,Tcp,Teams.exe,C:\Program Files,Teams.exe,rmorales,7c8001c47d6f36f3394f29593f76715e8610623c056597ee78018d0e6ed096c6,DeviceNetworkEvents
2026-04-15T15:18:20Z,2026-04-15T15:18:20Z,WS-IT-01,ConnectionSuccess,10.0.28.204,Private,49875,20.232.97.97,Public,443,,Tcp,OneDrive.exe,C:\Program Files,OneDrive.exe,sthompson,7ec200c19fe046b539753398fe00087cfc0e3b6d0f07e532b8255b144421fc10,DeviceNetworkEvents
2026-04-15T15:19:49Z,2026-04-15T15:19:49Z,WS-IT-01,ConnectionSuccess,10.0.25.32,Private,56771,13.107.42.14,Public,443,,Tcp,firefox.exe,C:\Program Files,firefox.exe,kpatel,944229abe486264ac9f95d4df0c4ace6a2b7d12a8618995bdd932eecf632d502,DeviceNetworkEvents
2026-04-15T15:25:15Z,2026-04-15T15:25:15Z,SVR-WEB-01,ConnectionSuccess,10.0.24.205,Private,60164,40.99.4.34,Public,443,,Tcp,code.exe,C:\Program Files,code.exe,kpatel,40ecc45a07d3a3c4f77efc35f27e50f0ecddff31d7dd2ebefbc55c78d9dad750,DeviceNetworkEvents
2026-04-15T15:31:56Z,2026-04-15T15:31:56Z,WS-IT-01,ConnectionSuccess,10.0.27.85,Private,64708,13.107.42.14,Public,443,,Tcp,svchost.exe,C:\Windows\System32,svchost.exe,ehernandez,508f52069ea39a1550629461c66ad705d20ce886d348add1290efca1a63fc591,DeviceNetworkEvents
2026-04-15T15:54:26Z,2026-04-15T15:54:26Z,LAP-EXEC-01,ConnectionSuccess,10.0.11.102,Private,62137,151.101.1.69,Public,443,,Tcp,msedge.exe,C:\Program Files,msedge.exe,mwhite,f550d7f847472607e185997a2a5767c245f741cf468e5abe5fc3e7f6ebd3182d,DeviceNetworkEvents
2026-04-15T15:58:34Z,2026-04-15T15:58:34Z,WS-MKT-02,ConnectionSuccess,10.0.18.48,Private,62559,52.96.165.18,Public,443,,Tcp,Teams.exe,C:\Program Files,Teams.exe,jharris,8121848e716a84c688949eb3a337e6ccfe55c4564496c22d66e098ca5e6501f0,DeviceNetworkEvents
2026-04-15T16:09:19Z,2026-04-15T16:09:19Z,SVR-DC-01,ConnectionSuccess,10.0.13.152,Private,53240,13.107.42.14,Public,80,,Tcp,OUTLOOK.EXE,C:\Program Files,OUTLOOK.EXE,agarcia,2f4457816088b362b0eef53581267efcad697607d4a078965736b53cbfb44298,DeviceNetworkEvents
2026-04-15T16:15:41Z,2026-04-15T16:15:41Z,WS-FINANCE-01,ConnectionAttempt,10.0.23.166,Private,54107,142.250.80.46,Public,443,,Tcp,svchost.exe,C:\Windows\System32,svchost.exe,tnguyen,60bb2d07c0fa91499d8ab2bb1fbbb99de5448191bc829d7a853e1a4450a224b2,DeviceNetworkEvents
2026-04-15T16:45:12Z,2026-04-15T16:45:12Z,SVR-WEB-01,ConnectionSuccess,10.0.1.21,Private,57848,20.232.97.97,Public,80,,Tcp,chrome.exe,C:\Program Files,chrome.exe,kpatel,7efa91481266ab41ff766e605a614d83aaab5ace6a025cc671c091d87e4ea234,DeviceNetworkEvents
2026-04-15T16:47:30Z,2026-04-15T16:47:30Z,WS-MKT-01,ConnectionSuccess,10.0.16.194,Private,54789,13.107.42.14,Public,443,,Tcp,chrome.exe,C:\Program Files,chrome.exe,kpatel,80ce4b9e0a208a9c1375d436c830b4e57c001a33bfa7031734045f54d51b783b,DeviceNetworkEvents
2026-04-15T16:53:08Z,2026-04-15T16:53:08Z,WS-MKT-02,ConnectionSuccess,10.0.16.165,Private,56294,142.250.80.46,Public,443,,Tcp,Teams.exe,C:\Program Files,Teams.exe,ehernandez,3aeab597bd64a076c3c98b2cec3a6eaa94157a1f83bbc61c14d4dd7872bf2e1d,DeviceNetworkEvents
