TimeGenerated,Timestamp,DeviceName,FileName,FolderPath,SHA256,InitiatingProcessFileName,InitiatingProcessFolderPath,Type
2026-04-28T14:50:08Z,2026-04-28T14:50:08Z,LAP-EXEC-01,clr.dll,C:\Windows\System32,d6d15ede2eed5811ed08f0944b22356a86cb9e14c57693b1e627e5adc8cabbac,OneDrive.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T14:50:43Z,2026-04-28T14:50:43Z,WS-IT-02,rpcrt4.dll,C:\Windows\System32,fc57fbbb993b1f03d3fb2bff12781bbe4ec58f2b2a039daaa7c89923c65d43ae,explorer.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T14:52:17Z,2026-04-28T14:52:17Z,LAP-EXEC-01,rpcrt4.dll,C:\Windows\System32,23bae0387ac547de9e25bc892957f0254676fde850a800157500c0b6a184ab97,OUTLOOK.EXE,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T14:54:50Z,2026-04-28T14:54:50Z,WS-IT-02,shell32.dll,C:\Windows\System32,ef6ebf9fa10927f0af193a1bd59da6309e3606402115a85dabf76dd3ea065b53,services.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T14:55:40Z,2026-04-28T14:55:40Z,WS-OPS-02,System.Core.dll,C:\Windows\System32,349f3a1629b05fc3e7c9c0f765ea6bd8b9291bbc56ba29b7986c0532419ec606,EXCEL.EXE,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T14:57:47Z,2026-04-28T14:57:47Z,WS-OPS-01,ole32.dll,C:\Windows\System32,cc313c045545ca61e5075504f2dfe64ef4fa662f01dc0cc46511bc06ce20f06f,chrome.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T14:59:05Z,2026-04-28T14:59:05Z,WS-DEV-02,msvcrt.dll,C:\Windows\System32,8aba7206473435999433239e7410fbeba649aaaea5ce9afb67cae2341d231069,msedge.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T14:59:35Z,2026-04-28T14:59:35Z,WS-MKT-01,shlwapi.dll,C:\Windows\System32,c1ffea59c7a4d56a8e4c83f8c77d9f34102a68d0986d694da5da5a19162638fd,SearchHost.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T15:01:49Z,2026-04-28T15:01:49Z,SVR-DC-01,msvcrt.dll,C:\Windows\System32,d2c30033fc223392318f6e88057d1899056be2da171cf4f395bbb6cf933a9627,wininit.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T15:02:24Z,2026-04-28T15:02:24Z,WS-HR-03,wininet.dll,C:\Windows\System32,dce413eefcc9b633bcdea971af31a4a96317b0a8d7c2da83536a6a734da20c3a,services.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T15:04:11Z,2026-04-28T15:04:11Z,WS-DEV-02,advapi32.dll,C:\Windows\System32,84c7b2402c5307fb6e02cbd2e6870420a7ff9cb71957f99b11cc106c7984ad0d,lsass.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T15:05:43Z,2026-04-28T15:05:43Z,WS-MKT-02,combase.dll,C:\Windows\System32,8701a28126634dd5f75ea137037d497ca1131f2a8e360547c71655d73817bac9,Teams.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T15:09:19Z,2026-04-28T15:09:19Z,LAP-SALES-03,crypt32.dll,C:\Windows\System32,3b94f4a5bdd7aff1c80754af9dbee2a76d1b3211a0196068b900e23f19b19c79,Teams.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T15:13:46Z,2026-04-28T15:13:46Z,WS-HR-03,msvcrt.dll,C:\Windows\System32,dd4ea6ec520986334198392997f8e875009a7b6af6ec002b58389dc3ba4276ec,svchost.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T15:16:23Z,2026-04-28T15:16:23Z,WS-MKT-02,wintrust.dll,C:\Windows\System32,8d9c8bf9db58944254fc336ec732971267adccbc94e762bd2388ae547af18cf6,Teams.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T15:16:29Z,2026-04-28T15:16:29Z,WS-MKT-02,ole32.dll,C:\Windows\System32,19659932f4e7ab505f9771561d94d48d3f93cdfe7c6092552ca60cbf403cff5a,lsass.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T15:21:43Z,2026-04-28T15:21:43Z,WS-OPS-01,kernel32.dll,C:\Windows\System32,a11370afbb5de7410a2c64afca3f87b48ea308266c04e244ad4093e6727dcb74,explorer.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T15:22:27Z,2026-04-28T15:22:27Z,LAP-SALES-03,user32.dll,C:\Windows\System32,0d0177b6a45195f4a2aa503be149b5b4ce369bc9dc3220e8d6c146f0a53622b5,explorer.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T15:32:27Z,2026-04-28T15:32:27Z,WS-IT-02,user32.dll,C:\Windows\System32,b18af51c8c09d3cb48af5f3c4856b1ea1c275cdb39649c63667cd1ecec56fa17,explorer.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T15:32:42Z,2026-04-28T15:32:42Z,LAP-EXEC-01,shell32.dll,C:\Windows\System32,10467aecb8e28120492cfd69866b88e623431001f533f9d4daddba84abe03243,Teams.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T15:34:50Z,2026-04-28T15:34:50Z,WS-MKT-02,shlwapi.dll,C:\Windows\System32,4dee390daa2ae91eda0b8a0862fdc0f97987ec94bdea71f614689c89c681a209,svchost.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T15:37:43Z,2026-04-28T15:37:43Z,WS-MKT-02,winhttp.dll,C:\Windows\System32,51af11cfbc61538b7a6fb0eb84899c4fee957557ccdd543e169f39742e6d926e,lsass.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T15:38:58Z,2026-04-28T15:38:58Z,WS-IT-02,shlwapi.dll,C:\Windows\System32,693424f2e3053198335b57429e8ea6e5e2c4e16a4681283bfa3b2bce40b4c088,lsass.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T15:40:45Z,2026-04-28T15:40:45Z,SVR-WEB-01,wintrust.dll,C:\Windows\System32,14591ca7ff300bcf023325efe62e3dfb7117902e74de0fa9f185174b55baac31,OUTLOOK.EXE,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T15:42:58Z,2026-04-28T15:42:58Z,LAP-SALES-03,shlwapi.dll,C:\Windows\System32,e945f04be7ffeb8e159afc514573b0bf86cfbc85cb5366ce2d2c6d92331a810e,OneDrive.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T15:45:50Z,2026-04-28T15:45:50Z,WS-OPS-01,kernel32.dll,C:\Windows\System32,7f835d4d361be891ddf8ac9c7adcbb775f5e9acf106b1722f020c7bb6cbaf827,msedge.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T15:46:11Z,2026-04-28T15:46:11Z,LAP-SALES-03,crypt32.dll,C:\Windows\System32,e3b73107a6ebf8bca96be498de2f9eec724f48efc01470b24b7d8e6a92a5e0dc,chrome.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T15:46:43Z,2026-04-28T15:46:43Z,WS-IT-02,ntdll.dll,C:\Windows\System32,d3b81b6fe340c2fbe6038b961e90b24d5cee82521f8741e2f4f56fb19563263b,explorer.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T15:46:45Z,2026-04-28T15:46:45Z,LAP-EXEC-01,shlwapi.dll,C:\Windows\System32,f403b0e19321f06163f661d42b2fbbd9c6ede1348d2e7473b4d7e15e7c10ee5d,RuntimeBroker.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T15:50:50Z,2026-04-28T15:50:50Z,SVR-WEB-01,winhttp.dll,C:\Windows\System32,918350ae8eede4e47d5ab1f62f359848eed1218743cf8f3b0aef0f971215d440,chrome.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T15:55:28Z,2026-04-28T15:55:28Z,WS-MKT-02,msvcrt.dll,C:\Windows\System32,f6c155d584fe3c75f948e550002afec52f45388a290314e95f565d090c15336a,EXCEL.EXE,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T15:57:27Z,2026-04-28T15:57:27Z,WS-IT-01,crypt32.dll,C:\Windows\System32,372160a5542ec284f9604fa47736f26c78a13de5a7b5ee52ae600973ddafd362,RuntimeBroker.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T15:58:30Z,2026-04-28T15:58:30Z,WS-OPS-02,msvcrt.dll,C:\Windows\System32,37712b16c446811c0b6be06352e86188881b3d45f2bf972dc7666a7303bfc9fb,msedge.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:02:27Z,2026-04-28T16:02:27Z,WS-OPS-01,iertutil.dll,C:\Windows\System32,0059361cb56ae00bfa11e0ea015853f4ca1c6e2f5dbd98debd009aff2b911878,code.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:06:01Z,2026-04-28T16:06:01Z,SVR-WEB-01,advapi32.dll,C:\Windows\System32,4f35181b0400747c72fa2a1aa50ed6377a9f77f87feb2b1d9cf567b9d9bc73e9,code.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:09:20Z,2026-04-28T16:09:20Z,WS-DEV-02,wininet.dll,C:\Windows\System32,ca8403622b68f33517d1ff02ec314049914217f2f58d61b84ed2379da66305d2,OneDrive.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:12:06Z,2026-04-28T16:12:06Z,WS-IT-01,mscoree.dll,C:\Windows\System32,de0398b1a62bc0ac62262878b0b1976792e94a3a85f78a92597f46c57789c973,WINWORD.EXE,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:13:50Z,2026-04-28T16:13:50Z,LAP-SALES-03,wintrust.dll,C:\Windows\System32,9208ce8dc8ff079b0f722692c1adeec7d8ff40a0b90c78723d6388f39eca4bfd,lsass.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:14:00Z,2026-04-28T16:14:00Z,WS-OPS-02,wininet.dll,C:\Windows\System32,8796056796cb4989079f59c664fc0a2ff5fa966e105dc281b1e638dea30c5a6f,lsass.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:16:16Z,2026-04-28T16:16:16Z,WS-HR-03,mscoree.dll,C:\Windows\System32,e9d091ad43e93be0fbcc680f66a87a69f6a7d1458b8bc9c0697371558e93626a,taskhostw.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:17:08Z,2026-04-28T16:17:08Z,WS-OPS-02,rpcrt4.dll,C:\Windows\System32,d163e773af53ca91d222e04ef70e64ed7ffe069b0db53ad9d087a2ccd84668d5,SearchHost.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:17:57Z,2026-04-28T16:17:57Z,WS-FINANCE-01,shlwapi.dll,C:\Windows\System32,caa1796205eb4a716c73432172247054bd0e2e1d3fc6ecfcf7799479899572bf,taskhostw.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:19:13Z,2026-04-28T16:19:13Z,WS-FINANCE-01,winhttp.dll,C:\Windows\System32,699e7aaf57b2b255f9bb667694c614c65d8258fff522c6e21cb55e802352e4d0,EXCEL.EXE,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:20:16Z,2026-04-28T16:20:16Z,WS-MKT-02,msvcrt.dll,C:\Windows\System32,ea3f6acc134926945861747023c0a7276808ec4b917cd92c5f87346922d3db19,code.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:20:20Z,2026-04-28T16:20:20Z,WS-DEV-02,mscoree.dll,C:\Windows\System32,a50684a85db2900bbfa32266bf1edfdb058749039c0c7032c06a6917eab82ca5,wininit.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:20:32Z,2026-04-28T16:20:32Z,LAP-SALES-03,System.Core.dll,C:\Windows\System32,38861f7a51afbbf1c9247408ae70c1bc7e09394bffb64afd3adcdaaf80b376d4,services.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:20:38Z,2026-04-28T16:20:38Z,WS-IT-01,mscoree.dll,C:\Windows\System32,cb5d347588a40ead23efc3113e03817f6231eca86526dcb5d9b08eb8a3a433c6,OUTLOOK.EXE,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:21:35Z,2026-04-28T16:21:35Z,WS-FINANCE-01,wintrust.dll,C:\Windows\System32,da8e595971a472b6f67787a7a25528b62fda5a572537ff327dd093460043306f,code.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:23:29Z,2026-04-28T16:23:29Z,SVR-WEB-01,combase.dll,C:\Windows\System32,740040043438be3d5abdea7a56131e31bdbd7c9f8e02c794f315a73dd6befc35,services.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:25:27Z,2026-04-28T16:25:27Z,WS-FINANCE-01,ntdll.dll,C:\Windows\System32,d36681b4f95dddc4ede64ae011a0cbb1abb19c83f23378d027471b8356476a84,taskhostw.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:26:38Z,2026-04-28T16:26:38Z,LAP-EXEC-01,ole32.dll,C:\Windows\System32,21bb15b716a883ae4640f28b381d4af545be6c22646cbdb3cc4da24f90893e27,wininit.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:29:08Z,2026-04-28T16:29:08Z,WS-IT-02,rpcrt4.dll,C:\Windows\System32,37b7731aacb05cd0862b10c5649e81f5597c14c98893ef2d6da05a23a613a219,wininit.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:29:57Z,2026-04-28T16:29:57Z,WS-OPS-01,shell32.dll,C:\Windows\System32,b40f4982879661b7a6ffb741b29e57f774795d66c89b1fb1ea62c6f4ff410ac1,SearchHost.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:35:04Z,2026-04-28T16:35:04Z,WS-IT-02,ntdll.dll,C:\Windows\System32,1a22d0833d8fb670a0da053969452b84ffa7b89143c66f8a8910a8ec79b3c217,EXCEL.EXE,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:36:06Z,2026-04-28T16:36:06Z,SVR-WEB-01,combase.dll,C:\Windows\System32,cc0426b5d8c2609c8a7970d02d6512512fcd85faf213a642258ddb9bf014054a,svchost.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:37:31Z,2026-04-28T16:37:31Z,WS-HR-03,version.dll,C:\Windows\System32,74b43ada4e95c832ba83751e83a99e70f5de7142004c5a5cd380a8913db0f406,svchost.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:38:24Z,2026-04-28T16:38:24Z,WS-IT-02,winhttp.dll,C:\Windows\System32,6a4b95536149dddb65656cbb9542b0e4c4f187eb5430e3d218a113f9f9140275,msedge.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:42:48Z,2026-04-28T16:42:48Z,WS-HR-03,kernel32.dll,C:\Windows\System32,9dc3e6b028ad672036d39462f6ab3dddd64554ba62d04bbce14f5d357a48cfc5,taskhostw.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:44:12Z,2026-04-28T16:44:12Z,WS-OPS-01,mscoree.dll,C:\Windows\System32,f3cbeb2d665d3aec18e803edb02e65857cc8165320de1c0ed2bcc4ec4ffd8460,EXCEL.EXE,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:46:05Z,2026-04-28T16:46:05Z,LAP-EXEC-01,System.Core.dll,C:\Windows\System32,7e6bb3a6060bf0403ac93d03267bd9cf159f77081ee5430d33362639e294bf87,msedge.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:47:09Z,2026-04-28T16:47:09Z,WS-MKT-01,kernel32.dll,C:\Windows\System32,9649ca374fafe6a7956db2015dbd256c3966fa7cefe933ae17e133e7634ee65f,OneDrive.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:48:08Z,2026-04-28T16:48:08Z,WS-MKT-01,clr.dll,C:\Windows\System32,5f38feaec36d13dba6580affb69d89f0584edef39423052a1aa835abf4c85c62,RuntimeBroker.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:50:00Z,2026-04-28T16:50:00Z,SVR-DC-01,rpcrt4.dll,C:\Windows\System32,9eeeb71fc7cf63ebdf6d0e9f926dcdffbc9c3be115d334557083d87b5f59032e,Teams.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:50:38Z,2026-04-28T16:50:38Z,WS-IT-02,mscoree.dll,C:\Windows\System32,a918205ba06b4c16b5c135e74640d3fb60bb58638ccbe30dfd68bb14ba4bb5d7,explorer.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:51:52Z,2026-04-28T16:51:52Z,WS-FINANCE-01,wintrust.dll,C:\Windows\System32,40513f98683805700c6fbf70b3a73f5a4eccab2922ab713534caab9495604157,explorer.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:52:02Z,2026-04-28T16:52:02Z,WS-HR-03,winhttp.dll,C:\Windows\System32,19a659cd84b89f44e3a0857344240c38ed2c8e60dd00edd0fd7389bc272077cb,explorer.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:53:50Z,2026-04-28T16:53:50Z,WS-FINANCE-01,advapi32.dll,C:\Windows\System32,bd8b0c92b475671535ff51591c69515fb4136267e608a2b8528613398f9450d9,OneDrive.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:54:58Z,2026-04-28T16:54:58Z,LAP-SALES-03,wininet.dll,C:\Windows\System32,26ee1e71f1cef0d328ed817b7822e869278273779238b0a38ca10a21e378b526,SearchHost.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:55:13Z,2026-04-28T16:55:13Z,WS-MKT-02,advapi32.dll,C:\Windows\System32,78bcf0746dff7ef91e5985733ceb3fdd842bdfb096b3f3facc18593107822b06,taskhostw.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:55:23Z,2026-04-28T16:55:23Z,WS-FINANCE-01,user32.dll,C:\Windows\System32,3c3c13502934fd4f7e58f00a579ed553edce8ff40817c384dc88b862b96a962c,msedge.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:55:26Z,2026-04-28T16:55:26Z,SVR-DC-01,System.Core.dll,C:\Windows\System32,21668e086f8d2e401dc85692f84a9553cd636509a0f32b4c551e870b736f95e1,chrome.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:57:32Z,2026-04-28T16:57:32Z,WS-MKT-02,msvcrt.dll,C:\Windows\System32,470abd2d46604485346a5dac3e0f52e9caf44b5159b4132b1fac3bb7d47cc282,services.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:57:38Z,2026-04-28T16:57:38Z,WS-IT-02,iertutil.dll,C:\Windows\System32,94418f45c25afc4e57261e87f484208c4f87de2de5f47970842b562bcc13602b,wininit.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T16:58:29Z,2026-04-28T16:58:29Z,WS-MKT-02,winhttp.dll,C:\Windows\System32,f3d17457bf4f5d8cedd6eddb0df6e33ae47ca3b70e6b7db6e43dc27262094e98,chrome.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T17:00:46Z,2026-04-28T17:00:46Z,WS-OPS-01,winhttp.dll,C:\Windows\System32,15b1b156071331979f6dcc56821214d0ec90327b6c7a4fd8b6f85b440499f34b,services.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T17:06:29Z,2026-04-28T17:06:29Z,WS-MKT-01,user32.dll,C:\Windows\System32,778477a605a28596b55a2740e9ec37c13a603280b44f52036d96461f275d8e38,explorer.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T17:07:58Z,2026-04-28T17:07:58Z,WS-MKT-01,winhttp.dll,C:\Windows\System32,ee938c4fd35ac9a56e5cc96dbca7d1c6c325d909073cdc84e8d93c248b7c2c1c,WINWORD.EXE,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T17:08:13Z,2026-04-28T17:08:13Z,WS-IT-01,System.Core.dll,C:\Windows\System32,9658cecc55a0e3595422f1dd12373575edfd8f0b70dfda88c3c74cf89879a49f,WINWORD.EXE,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T17:11:10Z,2026-04-28T17:11:10Z,WS-OPS-02,rpcrt4.dll,C:\Windows\System32,1371536be3df6aba09f01d74f87027e278744174e114c90ffa86d503c31dc587,lsass.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T17:12:59Z,2026-04-28T17:12:59Z,SVR-WEB-01,version.dll,C:\Windows\System32,e265e2b20c3868718e8427381f9788ae011c84a323069bb45408d656fe4f8397,OUTLOOK.EXE,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T17:15:49Z,2026-04-28T17:15:49Z,WS-HR-03,combase.dll,C:\Windows\System32,46a94442f6de544248109cbdafabe994446eaab4945f1ffb315e13d8bdf59836,OUTLOOK.EXE,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T17:16:47Z,2026-04-28T17:16:47Z,WS-OPS-02,winhttp.dll,C:\Windows\System32,1d689dd756bbaff8d3b316e3cb6a00f285ddd8c13c8201459062158be3bd6264,OneDrive.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T17:17:16Z,2026-04-28T17:17:16Z,WS-IT-01,wininet.dll,C:\Windows\System32,422a479f4ec2b71009c02d2f9dea063b7ef3752b763c2006416a9707f3178fee,lsass.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T17:20:24Z,2026-04-28T17:20:24Z,WS-MKT-02,user32.dll,C:\Windows\System32,c8e9a718c95c9c85ff81fe7344a38852153e68b38e4e968a09fe2fbe0a56def3,RuntimeBroker.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T17:20:27Z,2026-04-28T17:20:27Z,SVR-DC-01,ole32.dll,C:\Windows\System32,399f64580a8aec03f9601a5db355ae0a5b40698ac7a3707adb0ad3994c33efd2,RuntimeBroker.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T17:21:21Z,2026-04-28T17:21:21Z,WS-MKT-02,System.dll,C:\Windows\System32,27fc60b3af16bcb8fe5c21bca54cc9899b42dea92ff9258727e34121c220bf60,explorer.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T17:22:05Z,2026-04-28T17:22:05Z,WS-IT-02,shlwapi.dll,C:\Windows\System32,f88a14ba21194cd95b457826bb9d29f1b89facce870fa8e3e615226652f5ad88,code.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T17:23:56Z,2026-04-28T17:23:56Z,WS-DEV-02,kernel32.dll,C:\Windows\System32,b3ef9e6cf82c2d6fc8ae92297d63af7daa3ff776c56e26c84ec08148147c7210,WINWORD.EXE,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T17:26:30Z,2026-04-28T17:26:30Z,WS-FINANCE-01,rpcrt4.dll,C:\Windows\System32,796f40314c4710eec26586adbfbea35dc44eee704f0bdc5c935da091e8444570,lsass.exe,C:\Windows\System32,DeviceImageLoadEvents
2026-04-28T17:29:50Z,2026-04-28T17:29:50Z,WS-IT-01,shell32.dll,C:\Windows\System32,dbf0eb6085f0eaf47e73ca205a2bf8f46270a272400cf85a50f2f3e28ea39a00,SearchHost.exe,C:\Windows\System32,DeviceImageLoadEvents
