TimeGenerated,Timestamp,DeviceName,DeviceId,AccountName,AccountDomain,FileName,FolderPath,ProcessCommandLine,ProcessId,SHA256,SHA1,MD5,FileSize,InitiatingProcessFileName,InitiatingProcessFolderPath,InitiatingProcessCommandLine,InitiatingProcessId,InitiatingProcessAccountName,InitiatingProcessSHA256,InitiatingProcessSignatureStatus,InitiatingProcessSignerType,ProcessIntegrityLevel,ProcessTokenElevation,Type
2026-04-29T03:31:41Z,2026-04-29T03:31:41Z,WS-DEV-02,dev-ws-dev-02,bsato,CORP,msedge.exe,C:\Program Files,msedge.exe,8093,1660dd599deb9d1950e57b778b69a2616dc6c528bff4a83d04e59845ef716ce7,7d5c0adfd6a8c3cf8996308d878dd02f07cd36c5,7f83dc8a379c28465749202c4b746fc1,4065209,svchost.exe,C:\Windows,C:\Windows\svchost.exe,2369,bsato,e484fceda575c8367c2337cbf24433b8ff90d078a45c5eff1070e9077c5d7a96,Microsoft,Microsoft,High,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T03:31:58Z,2026-04-29T03:31:58Z,WS-MKT-01,dev-ws-mkt-01,bsato,CORP,OUTLOOK.EXE,C:\Program Files,OUTLOOK.EXE,5879,7499e10603523cb96e190aa00bf2691fe70b50156659276ae5fed97c99931d07,153bbf46dc2a50e85540a325031b6e395e8c3aee,18016d78a0ec9fcd3db7d8fe8957814a,2247568,RuntimeBroker.exe,C:\Windows,C:\Windows\RuntimeBroker.exe,3346,bsato,f130f3c80507f51a85f608918d7f09c3540ba2e8a479e19f5e8ea0478181bc87,Unsigned,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T03:32:07Z,2026-04-29T03:32:07Z,WS-MKT-01,dev-ws-mkt-01,tnguyen,CORP,chrome.exe,C:\Program Files,chrome.exe,9841,577bc0f3748a10d940929accec0f2fdafe2735869e0d3266c3cbc36aaadf0f07,6ea3d56f729baf9b593f22db87d87859d9757396,cd39aa0b11a7b1440eb58d7fdfe18432,168821,services.exe,C:\Windows,C:\Windows\services.exe,8394,tnguyen,25e41d7276eedb424883de54cacf2cd76eef6bdde6611e12c5fbadf3098607fa,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T03:32:27Z,2026-04-29T03:32:27Z,WS-IT-01,dev-ws-it-01,sthompson,CORP,Teams.exe,C:\Program Files,Teams.exe,7951,9ba46833d9a2cc2d9ebfc36c77b9a614796ff98bc6bd642e59e115064ecfc986,75a363e05f2589634d41803290b1c9f3d4609e72,beb23aeb79be57e628a68c3c0f732595,1936816,code.exe,C:\Windows,C:\Windows\code.exe,1637,sthompson,6a50ee2f93d0e66fe041aeae242a8205821301ab483fef11d3780487f6e9c776,Valid,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T03:32:30Z,2026-04-29T03:32:30Z,WS-HR-03,dev-ws-hr-03,sthompson,CORP,Teams.exe,C:\Program Files,Teams.exe,9471,c69d1aaf230d5a753a94a30fc1cc765da3b2776d46c6ba1cb241ae495900de8b,e321f5dc3c036a42f004242cf2cd76f5d08770c6,58ddd12b5e0dd399062d9f5cda562caf,1236287,services.exe,C:\Windows,C:\Windows\services.exe,6742,sthompson,f965eef188518a7e71dfc531f3bc893192403b74d87c7c2bf44914da555b238e,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T03:33:14Z,2026-04-29T03:33:14Z,SVR-DC-01,dev-svr-dc-01,mwhite,CORP,Teams.exe,C:\Program Files,Teams.exe,7188,c9914d7931fd449f549ae5c1af9724c58980728ceb1a2639b520bcc6d875407f,495bc972cdc241e3bfcc1babc22fb38d315918d1,d04e0a1b93944be9f9fa67684ef3c513,837474,svchost.exe,C:\Windows,C:\Windows\svchost.exe,6807,mwhite,e06bb1075793982c9792a6ac91bee42629ce24ed9f1ff14600b9af085a196281,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T03:33:20Z,2026-04-29T03:33:20Z,SVR-DC-01,dev-svr-dc-01,kpatel,CORP,chrome.exe,C:\Program Files,chrome.exe,6623,59b9a4bd8c4de88c283872477609cf4ac660e654ad9d14a8d5e78b2354143108,8a1827eb3fd99653b8c60c2133aa5109c0572255,7349d89eed8b597b804fd362e4c81d19,1010514,explorer.exe,C:\Windows,C:\Windows\explorer.exe,4298,kpatel,fd893b9cc785428af2e584c2a9b0c0ce7eaa2ed9617f980907eebdeb16eaf8fb,Valid,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T03:33:32Z,2026-04-29T03:33:32Z,WS-MKT-02,dev-ws-mkt-02,agarcia,CORP,notepad.exe,C:\Windows\System32,notepad.exe,5276,045f7cd8191052d3aff8c039d1c4faa11fda6e7e3dc0d8a8c53685b01b150887,f0e553db814e32c57379649b4d8ad2db451d9439,87d71ccfebdc1f0a7208b2e539ae0fc3,255913,svchost.exe,C:\Windows,C:\Windows\svchost.exe,9144,agarcia,1f61a808c2509556564ad598371effeac2d14578736c02f59996f51b5ee3629d,Microsoft,Microsoft,High,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T03:33:35Z,2026-04-29T03:33:35Z,WS-HR-03,dev-ws-hr-03,lwoods,CORP,msedge.exe,C:\Program Files,msedge.exe,2073,0eb3afd707c4558b611b664159885d8d5797327b86dc9d47b0e568b9a9d06413,effdc073a520988850c5f37ccfd946434adad7ba,8ab05a0115b68c3b820d3ef30fbfadae,1634762,svchost.exe,C:\Windows,C:\Windows\svchost.exe,1365,lwoods,d47771fb7faeb8621b6e7ab7f6f063bd16fe31bed760923398ce76a290702e43,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T03:33:51Z,2026-04-29T03:33:51Z,WS-HR-03,dev-ws-hr-03,ehernandez,CORP,explorer.exe,C:\Windows\System32,explorer.exe,9050,008003bed3b7e7c6abc539bbf22cb4ea1abef5aed1ad776c6739c1a74c1d1f28,5063ce751d81ed47b65414eff4923cdef27612f8,fe8f9886892a9d7026474414f92c6d68,2035697,explorer.exe,C:\Windows,C:\Windows\explorer.exe,8432,ehernandez,43be67b2a9a251a73ae84bc3f05c0a394b84530dc1a7ad311f9cae9968f51e1f,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T03:34:11Z,2026-04-29T03:34:11Z,SVR-WEB-01,dev-svr-web-01,jharris,CORP,notepad.exe,C:\Windows\System32,notepad.exe,2032,0a1b21582c4b117f62fec3abdfa09f98bd9182781fd9c30ef177984c05e264f2,2c047564b7dd60f9fc1772f38d02341c0a603b69,b3c1a75f642a27b0cdca540650cbaf64,1711033,services.exe,C:\Windows,C:\Windows\services.exe,4680,jharris,c35d8071ce1799f536ec4625caaa57ee4ba7bf4b33715e63c4bf59250f1d5db5,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T03:34:11Z,2026-04-29T03:34:11Z,LAP-SALES-03,dev-lap-sales-03,kpatel,CORP,chrome.exe,C:\Program Files,chrome.exe,7053,31390f10d36d0be8b846be7568212c85497e2f16fe3affb9196590f5ad28cfe1,b187306c7e6cad66c80863b4a245d8a002ed6361,3aeb92ad6cb3e5b864c0c1fe46c8e9f9,758638,OUTLOOK.EXE,C:\Windows,C:\Windows\OUTLOOK.EXE,9785,kpatel,5b5fa876e0d62a76627542bf7352fdc21e0f26a4952e0e41072d1ca205862471,Valid,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T03:34:36Z,2026-04-29T03:34:36Z,SVR-DC-01,dev-svr-dc-01,lwoods,CORP,msedge.exe,C:\Program Files,msedge.exe,3067,073cffde9f417ae044dedd414d0969079325e0b336f6e307590fb9523182e38f,fc8379249ab7dd31d94c91cfdf1d8840ef71acfc,7b61de46d754eb6d085874c05a9d5160,3187839,explorer.exe,C:\Windows,C:\Windows\explorer.exe,4967,lwoods,5dba2fbbf13f1299116742f6b2560b04a7582566dc5bc5964c049223e5ef94a3,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T03:34:47Z,2026-04-29T03:34:47Z,WS-FINANCE-01,dev-ws-finance-01,bsato,CORP,OUTLOOK.EXE,C:\Program Files,OUTLOOK.EXE,5011,cb0a8d3969f24bba742ad67c811ad0f9454998a6ab85a26844d6b5953317b8c5,95df711eabf2d126a86839eebe6572a2e2b44712,2ecf67721ad224207f38bc770d3b5d12,2438986,services.exe,C:\Windows,C:\Windows\services.exe,2042,bsato,55de74744d57fa0bc5387674f93cc38abfed397f078928d9aa1ceebfe8fe0b70,Valid,Microsoft,Low,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T03:35:06Z,2026-04-29T03:35:06Z,SVR-DC-01,dev-svr-dc-01,lwoods,CORP,SearchHost.exe,C:\Windows\System32,SearchHost.exe,5268,3e47fed16ba122cbc3efaa8e5f758cdc72dea7c11693695e8f0cd4c9562f7799,ddaf4e157de4057ca8d9b1f264844ca9cf59e5a9,db40688fe55ea0ebe79f5c0b24710ed5,4557187,code.exe,C:\Windows,C:\Windows\code.exe,2203,lwoods,b0decdc85e7bfc09b6ca41b8e116f08ff65defab3c71465a062794fa540bc695,Valid,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T03:35:32Z,2026-04-29T03:35:32Z,SVR-WEB-01,dev-svr-web-01,sthompson,CORP,OneDrive.exe,C:\Program Files,OneDrive.exe,7310,bb0779947b658d06b7b89fffc31adad4db7b8d70b08050076000ba1bc0a37f7c,d17d65defbc97eac2a4cad93abe8238c8c238310,210fd74d6d1dba10843a65bb200ac63f,2860310,svchost.exe,C:\Windows,C:\Windows\svchost.exe,2484,sthompson,a8c95270242b1ea1b4079d54dd6900a147093ff0253697f20bbef2ad28c8be02,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T03:36:01Z,2026-04-29T03:36:01Z,WS-MKT-01,dev-ws-mkt-01,jharris,CORP,OUTLOOK.EXE,C:\Program Files,OUTLOOK.EXE,8856,c4f439fb5d4855b22c26b275450c8154fdeafd633c7a75adee4cba29da0d8234,7f9861246f2ebcdeb3e9c894a5c5d9a19227b16c,bf6c83e1c115497f65e05d7d4158a53a,4020537,services.exe,C:\Windows,C:\Windows\services.exe,922,jharris,ed2db77b8c75dfb305367d8977d576d782bad9979a5a5f36d65d769048549141,Valid,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T03:36:18Z,2026-04-29T03:36:18Z,WS-DEV-02,dev-ws-dev-02,dchen,CORP,cmd.exe,C:\Windows\System32,cmd.exe,4153,cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,00000000000000000000000034ed97e75a3ae59e,00000000000000002fbd2ae57c7a64f2,866018,explorer.exe,C:\Windows,C:\Windows\explorer.exe,5694,dchen,0000000000000000000000000000000000000000000000000acb7d2b05652e37,Valid,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T03:36:21Z,2026-04-29T03:36:21Z,LAP-EXEC-01,dev-lap-exec-01,jharris,CORP,explorer.exe,C:\Windows\System32,explorer.exe,4552,7cbcd8d38378010f18b5445d763c5193c0d1bac764d0293fe0b17b136d4751d6,a3b04f47c4ef64bd24e567b1eaad5525676ee3bf,c453c1c2274138028a194626298eddff,2691767,services.exe,C:\Windows,C:\Windows\services.exe,9306,jharris,91274ce8be002e746312a52e128d447584fef054aca4617a797bd643f4624046,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T03:36:24Z,2026-04-29T03:36:24Z,SVR-WEB-01,dev-svr-web-01,tnguyen,CORP,Teams.exe,C:\Program Files,Teams.exe,3406,5ec7eae80be6adb720beb930a84da89ae51d0e581c565a98a35d3a8cbcd660d7,1374ce64a3cf4cafeb272c63c5140f21fe5224cb,c120d97f1e7bd544c387d23a0bf668ca,4662129,RuntimeBroker.exe,C:\Windows,C:\Windows\RuntimeBroker.exe,4629,tnguyen,a19662d2327739905ec5ead7f1a1881dc6b3a6d59ae12986c63ed98f32648bab,Unsigned,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T03:36:36Z,2026-04-29T03:36:36Z,WS-FINANCE-01,dev-ws-finance-01,lwoods,CORP,svchost.exe,C:\Windows\System32,svchost.exe,4168,f17b4cc46934252f2db0809cef3f8ea8704d6e436dfa5685ea8035ce7ac48cc7,ebd10594879b0e777d1e5a51355b10b918c98658,047bc1e935cbbe146bdb0d38cfa82de0,2619628,RuntimeBroker.exe,C:\Windows,C:\Windows\RuntimeBroker.exe,5537,lwoods,d139526b8c3fe2673d99831ffc66756b32101d6b44574c172aa17e0904a8c032,Valid,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T03:36:53Z,2026-04-29T03:36:53Z,SVR-WEB-01,dev-svr-web-01,sthompson,CORP,SearchHost.exe,C:\Windows\System32,SearchHost.exe,4456,66e43d9a2bf3db44427fd2de4020c055c44a9acc697dcc671389a6839f02a9e2,597869ba5b93bf27abf88cb6b11a9a1db5735e08,8e4fd48ad98f95a9e1d5800b9b857e1b,3444550,services.exe,C:\Windows,C:\Windows\services.exe,4187,sthompson,0a8b9687c01135be541a07d851b22e7c43500276c1409873a88da068cf67a64e,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T03:37:03Z,2026-04-29T03:37:03Z,WS-IT-02,dev-ws-it-02,rmorales,CORP,explorer.exe,C:\Windows\System32,explorer.exe,8745,3cadf3dfd98796a14dd31c0b6c674b73fb50f264ff8d2eb7e38327c6cf73d5b2,258e0911684132970e902307fe40a37a46ad6d74,17da3a39602fba0e40f151721add8c03,2066505,explorer.exe,C:\Windows,C:\Windows\explorer.exe,3456,rmorales,fa6644bbaa17e96c86e6f0fb89c61aff85b58dba597d09b46c3a506fbbdb859f,Unsigned,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T03:37:05Z,2026-04-29T03:37:05Z,WS-MKT-01,dev-ws-mkt-01,kpatel,CORP,cmd.exe,C:\Windows\System32,cmd.exe,3234,aa40582aed7f575a8fcac0f1ff72eb2658800f0681ed06484859177aa2051fb3,b19de599f51b1109bee6584e0e5eea585b2fc7af,ecab5c9817a215d2cbc00aa40955f1d3,1509827,svchost.exe,C:\Windows,C:\Windows\svchost.exe,9468,kpatel,78e8944cc70360ef30a9f425bb7380a6d2d43328b3e33d3470ec8af369ddd13c,Valid,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T03:37:05Z,2026-04-29T03:37:05Z,WS-OPS-01,dev-ws-ops-01,agarcia,CORP,OUTLOOK.EXE,C:\Program Files,OUTLOOK.EXE,7521,fe2ec6e1e82c82ee22ada64baf16a7f1e4ed6c3d77f5a5a9eb319b09973c4876,91d43085ec636f05477e4d72344e879ff8c9766e,3d3c5d2a6e8c082b9b0fc9d7364e27ed,651737,explorer.exe,C:\Windows,C:\Windows\explorer.exe,5988,agarcia,b7abd61979ece660fc5729fb8e947f0aa7da1edad213868d72827a717e2fdd18,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T03:37:06Z,2026-04-29T03:37:06Z,WS-MKT-01,dev-ws-mkt-01,mwhite,CORP,chrome.exe,C:\Program Files,chrome.exe,9705,0eb9f8c316bc57e3ffb32cdcf0994403c273b079bb0810c0b037e8c40fafe2ed,6803fa7e8186b4af49e31853532c67b8d329f900,94fc068b4ab54acd3cdc8a706f9821fb,2612399,svchost.exe,C:\Windows,C:\Windows\svchost.exe,8840,mwhite,9c983fa67bc5426552b47ece50cf93b0d60f4a9e113c41b71cbcf46afa222bc4,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T03:37:17Z,2026-04-29T03:37:17Z,WS-FINANCE-01,dev-ws-finance-01,tnguyen,CORP,Teams.exe,C:\Program Files,Teams.exe,1189,b9d26b0a455dc7e09f5fa76b64fb78c5ac0321ffe0edddfc1bfeb76332b1c52c,80307be7061a99d942ab9e926d005e29d24d9f56,d8e56c9a42c9b63a6099be1137c740f5,4209778,chrome.exe,C:\Windows,C:\Windows\chrome.exe,2404,tnguyen,e0f3ca36b218e7ea696bbf6c1ef25337c782a24f642efb948aa5f28ea22da108,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T03:38:02Z,2026-04-29T03:38:02Z,LAP-SALES-03,dev-lap-sales-03,lwoods,CORP,OneDrive.exe,C:\Program Files,OneDrive.exe,9586,35646d7d65b9b8d8af978064449f5e25bb708d1135c8f85f22175572e2023877,25d01c0cd8424d4cead3caf63425dfebd469a5e5,15ad14e1d338a4a767ccaafd984f7b19,3752246,svchost.exe,C:\Windows,C:\Windows\svchost.exe,4871,lwoods,17025e6179b5099e3381b65c380e921ac322632d6926248b587e0aca24ece775,Unsigned,Microsoft,High,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T03:38:11Z,2026-04-29T03:38:11Z,WS-IT-01,dev-ws-it-01,jharris,CORP,Teams.exe,C:\Program Files,Teams.exe,5507,f0ba14e9ff581a392680245ff2df1bb4e08d5fb64afc9e5b4866e75abcbf7f83,40a02533b1c85850c1b85467bd293bf41c88349e,43bcbc526a354fdfa35539ff27790dd7,2662705,RuntimeBroker.exe,C:\Windows,C:\Windows\RuntimeBroker.exe,8066,jharris,329acf7f398a01e9e0f4bb4ba34c29dbc7bb5076d3556866a6ec8418edf8abda,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T03:38:14Z,2026-04-29T03:38:14Z,WS-OPS-01,dev-ws-ops-01,ehernandez,CORP,SearchHost.exe,C:\Windows\System32,SearchHost.exe,3163,e98675e51dd1ba03853c70ec26b99bc172f2fda208daca1fa94416ceac41a4b6,0c99be3ab1ce24f74cef68f16083988bd7af083c,6980adc6dcce5cf7d82a6012901b9f7c,2575164,svchost.exe,C:\Windows,C:\Windows\svchost.exe,1404,ehernandez,9d0f69416cc961722859658579b1cd5f63227d1954a46fa037ce7eb35a7dd348,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T03:38:36Z,2026-04-29T03:38:36Z,WS-IT-01,dev-ws-it-01,tnguyen,CORP,msedge.exe,C:\Program Files,msedge.exe,7042,47c31b3f8fad516877fdd64b202dab72fc77ab971bfd26f713cae6de3011954c,78e89edce7b2668c1ac6fd38f84a98ec626a86d2,6fc7ba7c850e9dca459093259fb30e4a,4257412,explorer.exe,C:\Windows,C:\Windows\explorer.exe,6272,tnguyen,0f0cd408248f286b62dc83c6dbe3ca150fdca784f11ed9c3d471d11c29f15db7,Valid,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T03:38:54Z,2026-04-29T03:38:54Z,WS-HR-03,dev-ws-hr-03,kpatel,CORP,powershell.exe,C:\Windows\System32,powershell.exe,1617,e98c71e94fb672f8fe09087e269aba884398449a40b2a6354ae5af052a9183e9,6313873b455fd44b2360b3e5335ab82021c650dc,7314908e5de4cdd25b05180b35db8d62,2103296,explorer.exe,C:\Windows,C:\Windows\explorer.exe,6345,kpatel,982ab2b74d9d344919f7ae35043c587ce2450a0e9a3216187ebc2efa4c97ee1c,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T03:38:55Z,2026-04-29T03:38:55Z,SVR-WEB-01,dev-svr-web-01,ehernandez,CORP,powershell.exe,C:\Windows\System32,powershell.exe,6020,691d0a14a3b57caaf391418fb97c4607854310e028e43890c2fd7e45012735f3,23d1769e59ec24b2f6f2730a1f2fe7cd8b10b885,908ef72c6f8c5ccf2308390dc0372a67,4571692,explorer.exe,C:\Windows,C:\Windows\explorer.exe,6664,ehernandez,96b2a9c69ef08ce2e87f1f0a1f4b9b81da353f87cd01ec8780cefe99601b41de,Microsoft,Microsoft,High,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T03:38:58Z,2026-04-29T03:38:58Z,SVR-WEB-01,dev-svr-web-01,dkim,CORP,chrome.exe,C:\Program Files,chrome.exe,9257,ef034feb57d29ea1f19e3ed2af2b0aaef1eefb4a84c37f4fbc3cfab02d95c2ba,cf270b23ce6e29bba2047ef56dc21fd59168ddff,aff03dd82daa263efc12f02d114132ed,1075498,OUTLOOK.EXE,C:\Windows,C:\Windows\OUTLOOK.EXE,340,dkim,a8ee2804f35323d880bc0ac2f18c5ffc72cb01a82b0e7ef13bad2600bcf003e0,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
2026-04-29T03:39:12Z,2026-04-29T03:39:12Z,WS-HR-03,dev-ws-hr-03,agarcia,CORP,OneDrive.exe,C:\Program Files,OneDrive.exe,5388,753a4aea1279a42a01cf3198ecfae1ea0337fcb6c1ee9a4b1ebea235bbb7a4bf,3c861ab365312be4838f60fefdc414b75fac2d97,3884f22fc6f6cc83da74e721acb3122a,3089182,explorer.exe,C:\Windows,C:\Windows\explorer.exe,678,agarcia,ce8afdbc7a44a967f7659c56a26fe945dbfab2aa91f7d612ca3a347f810c7bed,Microsoft,Microsoft,Medium,TokenElevationTypeDefault,DeviceProcessEvents
