TimeGenerated,Timestamp,DeviceName,ActionType,FileName,FolderPath,SHA256,SHA1,MD5,FileSize,InitiatingProcessFileName,InitiatingProcessAccountName,InitiatingProcessCommandLine,Type
2026-04-29T01:56:37Z,2026-04-29T01:56:37Z,WS-FIN-03,FileDeleted,file_2428.pdf,C:\Users\rmorales\Downloads,197d7e3308624f48e79fefb134d7d12946abbfa8fce2fbc07fd53b5b35061fed,c6c8655b556a339d6c955406669e0204af93df85,507f2a3ab0f6787cab40e9ba72d9658e,1877634,code.exe,rmorales,code.exe,DeviceFileEvents
2026-04-29T01:56:48Z,2026-04-29T01:56:48Z,LAP-SALES-04,FileModified,file_8131.log,C:\Windows\Temp,3f322b7b2e5e6278527dac47ab83b54f40caf16d1c67e370558812c71deaf084,72b42907b3f1e70f149a4c309014a6cfbbfd3797,cebb197cefd790cd76ba01bdf282a3e1,3835013,code.exe,fortega,code.exe,DeviceFileEvents
2026-04-29T01:57:10Z,2026-04-29T01:57:10Z,WS-MKT-01,FileCreated,file_9004.docx,C:\Users\rrivera\Documents,aa180546333413111ba23ed753bca3e96025b00e276fdde72edcd82f19526693,e7fcd5ead0beaedacb74869f8a734a702ac26f43,82faf240d7ebbc7f903e7296a7557358,4177365,chrome.exe,rrivera,chrome.exe,DeviceFileEvents
2026-04-29T01:57:25Z,2026-04-29T01:57:25Z,WS-SUPPORT-01,FileModified,file_7775.png,C:\Users\vchen\Pictures,fc2c6e11305bf146b2c453f33cf8806385d147c2554d2ea0944743a0b941858e,b309d50f38769a1ffb70153ce2f315eed4d27e40,d0ccb6bbdba0dbfd85e88fd7ea07bc67,3744728,OUTLOOK.EXE,vchen,OUTLOOK.EXE,DeviceFileEvents
2026-04-29T01:57:26Z,2026-04-29T01:57:26Z,LAP-SALES-04,FileDeleted,file_8085.json,C:\Users\mwhite\AppData\Roaming,1c787d13db83add4e17622ba53afbf63793888e90e296ee28b2f9f2018e0edda,f24efd22df68e3fdd536342d997db34264438ac8,5dec621a263fb1cc622e30c601442ed4,2959132,code.exe,mwhite,code.exe,DeviceFileEvents
2026-04-29T01:58:08Z,2026-04-29T01:58:08Z,WS-RECEPTION-01,FileRenamed,file_2936.json,C:\Users\pjohnston\AppData\Roaming,c7abb65fb48010a1a33d0a69edc2476f4199a22464db321a44bb1165b6272f60,79fb80da1b5d403af690d3e1848dec5b3ca261e0,71eee94129645ad8f63782b6705701f6,2141364,code.exe,pjohnston,code.exe,DeviceFileEvents
2026-04-29T01:58:26Z,2026-04-29T01:58:26Z,WS-FINANCE-01,FileCreated,file_3083.xlsx,C:\Users\agarcia\Documents,1038f45399d3ffd2c48a2a96d3bfaca3f314a5b4cb16f72dc587f645138fccf1,d9212a7a46d16557e99199ec3e8e526d65fc8d68,e26dc00abf5b22d0c4b47d580477dbec,2143464,chrome.exe,agarcia,chrome.exe,DeviceFileEvents
2026-04-29T01:59:36Z,2026-04-29T01:59:36Z,WS-LEGAL-01,FileCreated,file_8349.log,C:\Windows\Temp,85c52b05b4ce760f0e3108ed62cabacf842893e3c9370157872dcc1866854dca,8bf08190e134788cb2f95fdd30158348fc42ba3d,f5f918f309235ba0a15234a605877b6f,2237980,chrome.exe,ahaynes,chrome.exe,DeviceFileEvents
2026-04-29T02:00:40Z,2026-04-29T02:00:40Z,WS-RECEPTION-01,FileModified,file_8461.xlsx,C:\Users\ehernandez\Documents,a31c7e38b2e91f5bac2ced453180d1255acd26bf1f03f9e8a4f16dbb051b1501,cffac0021c72aae0716e9bf9e39586aa42253b4c,09d141a64c545c6a8ff71f2a7e1db01f,2273364,code.exe,ehernandez,code.exe,DeviceFileEvents
2026-04-29T02:01:34Z,2026-04-29T02:01:34Z,WS-ENG-02,FileDeleted,file_2578.cache,C:\Users\ahaynes\AppData\Local\Microsoft\Windows\INetCache,4e7467070968d76b5dcd430a3705d0c9d296d0166fe0e787d08aa3a23688218c,6aaf8d584886a7261e0fc97353bd5899fb1df3b8,f05a948fe19376afe66b26060cdb9976,4407664,OUTLOOK.EXE,ahaynes,OUTLOOK.EXE,DeviceFileEvents
2026-04-29T02:01:49Z,2026-04-29T02:01:49Z,LAP-DEV-06,FileCreated,file_8836.log,C:\Windows\Temp,621ef9f3a057a4717447754305a38f870e3669adde36193a079d0af6eeb6e7fa,2df263af58b69a9aa533d74f27133832cc30a9fd,2b38cf3c6bccb760e0dae07746beaee8,596619,svchost.exe,mwhite,svchost.exe,DeviceFileEvents
2026-04-29T02:01:56Z,2026-04-29T02:01:56Z,WS-ENG-02,FileCreated,file_9046.docx,C:\Users\tnguyen\Documents,c7d50aca688ddddab2c4c0866625bfece5f47e0d600019d248523b0d38292bbc,e11f8f1fb17f05ce7d939ecae090a17bde4463a4,0a23651e7231e12a345c19b1c500fe39,1855674,explorer.exe,tnguyen,explorer.exe,DeviceFileEvents
2026-04-29T02:02:38Z,2026-04-29T02:02:38Z,LAP-DEV-06,FileModified,file_7451.log,C:\Windows\Temp,ad3a1de571907fdb8d6acc6adfa2ef78844bd2803c16abc26a2a786a17b78c99,caa3d17815e809cf5352ba88d7d86bb15bc4b857,aa6450ee2771f89ac8b60684e672bfc6,4055250,code.exe,tnguyen,code.exe,DeviceFileEvents
2026-04-29T02:04:05Z,2026-04-29T02:04:05Z,WS-FINANCE-01,FileCreated,file_1659.png,C:\Users\bsato\Pictures,25da78398e8f72c0f09e622311d1662c304a276b77209838d860b052c9534ef9,575bbba9f4641c5554b1592e60d2c5fc3d6f7464,57d6b924ecb84f8c6459192994b39a70,2754083,svchost.exe,bsato,svchost.exe,DeviceFileEvents
2026-04-29T02:04:09Z,2026-04-29T02:04:09Z,WS-HR-03,FileModified,file_7315.zip,C:\Users\rrivera\Downloads,75ef03ba9c117fa71ba489a58287b34e94cc6ff4c564cc12b28fc4966b83d60d,58b4b34b93893cccd97a8121dcaba2c53fc7c186,a03ae191cdb3f2f5733dde4318c318d6,3333954,explorer.exe,rrivera,explorer.exe,DeviceFileEvents
2026-04-29T02:04:59Z,2026-04-29T02:04:59Z,WS-LEGAL-01,FileModified,file_9970.tmp,C:\Users\fortega\AppData\Local\Temp,d29d773490c2ab924b3cc3bd4d2ae31a063b6ccc311a1a65dec30233c7e5ecb3,d77e4292ce624db5a23d6d51ef2a38181abdb142,98b42f030164df595318cc4c902f6b0b,3055052,svchost.exe,fortega,svchost.exe,DeviceFileEvents
2026-04-29T02:06:18Z,2026-04-29T02:06:18Z,LAP-SALES-04,FileModified,file_1703.xlsx,C:\Users\pjohnston\Documents,28b0f95e7a7053aeaf66ad7ae446e460eb4e7a7baaf16ab73b45a8fc3c56b24b,9e203d8fd701bb11ab8cb1dcc31d5265e7e29fc9,f1da086d5e11eed645b7d567aaeccb03,113879,chrome.exe,pjohnston,chrome.exe,DeviceFileEvents
2026-04-29T02:06:25Z,2026-04-29T02:06:25Z,WS-ENG-02,FileCreated,file_9649.log,C:\Windows\Temp,6bce2110438a2b8ed9f6b645d271e6fb2566ccb849388200cdbfa25e6735f7a5,ea1b4af61222b890a8514d76a496f1efef88830f,99db187b6b4367b7e1eb670f9e0a4251,1787041,code.exe,ssmith,code.exe,DeviceFileEvents
2026-04-29T02:06:47Z,2026-04-29T02:06:47Z,WS-ENG-02,FileModified,file_5236.docx,C:\Users\ahaynes\Documents,3990259085d40a9c15d07d08025185d0f6052e1d437af01acae0580141f042ff,7086aae8f5531b25acc366a67dc2e0de85e027c7,81cb3277452685cd345d28fb5aa93096,2488610,explorer.exe,ahaynes,explorer.exe,DeviceFileEvents
2026-04-29T02:07:05Z,2026-04-29T02:07:05Z,WS-MKT-02,FileDeleted,file_7488.xlsx,C:\Users\rmorales\Documents,874e209311c8a14f06d0ee0663d901bcb52c6462196d6d69d27269455bc50937,78c029ae731dda662a85b0dd34f6d93be215c466,a515acfaf1afb2ccb3dc20aae9541711,820563,code.exe,rmorales,code.exe,DeviceFileEvents
2026-04-29T02:07:12Z,2026-04-29T02:07:12Z,WS-IT-02,FileCreated,file_5654.log,C:\Windows\Temp,cde93074be473e4495b4b1cb636ce9107c2da61416c8016e13b5c06c0de8a4b5,e2f5b686f6b7c97227f7f46b47e4f26e6362eaab,05ee5af8bec3f59223d532cc8a015b70,2932399,svchost.exe,jharris,svchost.exe,DeviceFileEvents
2026-04-29T02:08:21Z,2026-04-29T02:08:21Z,WS-IT-02,FileDeleted,file_1210.xlsx,C:\Users\ssmith\Documents,6dd4541b7a2ed69c37987068486db88fe5955481652fef9615e1758ac7fe686f,095bb8046f58e496737e4a7befea372569e194b7,f5f70377251359295c05dd3e3b1a8b3a,4320601,OUTLOOK.EXE,ssmith,OUTLOOK.EXE,DeviceFileEvents
2026-04-29T02:09:03Z,2026-04-29T02:09:03Z,WS-FINANCE-01,FileModified,file_6152.docx,C:\Users\phopkins\Documents,4a30f663ded1f64ac48f2c845a63fe10956da0a71a2f34f90e0ab6a9f53e70d7,22b5d57cb4e8c3fa885fab704db6f63d56e0d4ce,e14aaf43ca060504661be5077d6e82d0,4014753,OneDrive.exe,phopkins,OneDrive.exe,DeviceFileEvents
2026-04-29T02:09:18Z,2026-04-29T02:09:18Z,WS-MKT-02,FileModified,file_6901.json,C:\Users\bcarter\AppData\Roaming,6209938b77f3a21998d7421567e08f81aea53cf96cf9b7ebc591755d2898c36e,cc7035e97af771c3e707d82364a5f9a0ee392d96,0a00af7ac88e0308752a76472d5b1eb5,2124067,svchost.exe,bcarter,svchost.exe,DeviceFileEvents
2026-04-29T02:09:38Z,2026-04-29T02:09:38Z,WS-DEV-02,FileCreated,file_9219.png,C:\Users\agarcia\Pictures,338b21164e0357083bd3f21c580cd3630f097cdbc0b57de13f670833e2986281,b56084a79bfbeb5e9d47605e591d17bda7fe7ff3,96f7a4a83b721f3c74c4751d9f3beff0,560097,code.exe,agarcia,code.exe,DeviceFileEvents
2026-04-29T02:09:38Z,2026-04-29T02:09:38Z,WS-IT-02,FileModified,file_8511.pdf,C:\Users\kdoyle\Downloads,0a786f3361adaf864420e4db227d36999c0ca71e95468ce3b6a056540daa27ab,4a7b69c649a3e661417b2f8e2c3f0b4a63c74215,86b769bd8ce7ca7df50acdf498dda13f,1929902,svchost.exe,kdoyle,svchost.exe,DeviceFileEvents
2026-04-29T02:09:57Z,2026-04-29T02:09:57Z,WS-OPS-02,FileCreated,file_5402.tmp,C:\Users\bcarter\AppData\Local\Temp,de92d96b65830065c2c7a2989bcbc8ae2c694d33f898648c84b0dc7da0739c36,9ce0a7cb8b93bb3ac96efb0687ffff7acb7013c9,ab0b80b13a846f6e2a3387b043c49db5,4542797,OUTLOOK.EXE,bcarter,OUTLOOK.EXE,DeviceFileEvents
2026-04-29T02:10:49Z,2026-04-29T02:10:49Z,LAP-DEV-05,FileCreated,file_4313.json,C:\Users\jharris\AppData\Roaming,75d078d1a800c6bd56b0fc5b0bd25f8163c7e257877064fc0f98c9b79165ac0b,74758b9e0d501e3585f183b5677209c1924310b1,ac82b819bddde552e2da036cc32373ba,522657,OneDrive.exe,jharris,OneDrive.exe,DeviceFileEvents
2026-04-29T02:11:09Z,2026-04-29T02:11:09Z,SVR-DC-01,FileModified,file_3166.log,C:\Windows\Temp,77fe8fd4fe49e75e5ce1611f05c82d9775a2e7ad8703101c1cfb2f3a4c0d59e5,521530431d3bf0ebf2790e59c83f5351b6b72657,3dc47f05481e51944924266638eef356,629684,code.exe,ssmith,code.exe,DeviceFileEvents
2026-04-29T02:11:48Z,2026-04-29T02:11:48Z,WS-MKT-02,FileCreated,file_9480.json,C:\Users\ahaynes\AppData\Roaming,4fbbeaa81e0fd9cf65752f606d77782a0216ab82957c37771dfc8af3c99619e5,12e7df2ad747de22dc089abcc92320101ee697ad,74357320bab4daebbe6d1a63e05e39e4,2476172,chrome.exe,ahaynes,chrome.exe,DeviceFileEvents
2026-04-29T02:12:10Z,2026-04-29T02:12:10Z,LAP-EXEC-01,FileModified,file_4740.cache,C:\Users\pjohnston\AppData\Local\Microsoft\Windows\INetCache,86fa3a1d36c6bfb39d52b0c0e5569d3d1520df25d58bee973a3df208c3da5971,31ea4b8d3e9d97582eb24fc5edc53f73a94b6744,0df017eca6f48255a918e62ce0e33d86,1798379,code.exe,pjohnston,code.exe,DeviceFileEvents
2026-04-29T02:12:15Z,2026-04-29T02:12:15Z,WS-DEV-02,FileCreated,file_2372.zip,C:\Users\olopez\Downloads,e3abac1bcdd1143e9f80ea82440af9f40e9cec31105963fe243e4c3a0f75d750,1b430307d0913326a71ad5b73cf1eea93eeea101,22ea8760fae141aa7c983e2f2111f3d6,1640172,code.exe,olopez,code.exe,DeviceFileEvents
2026-04-29T02:12:22Z,2026-04-29T02:12:22Z,WS-FIN-02,FileModified,file_2462.png,C:\Users\rrivera\Pictures,358d12644bd16ae8298287daf36f8c600217b376912a7c182edf7ce6c6f094ec,e5e22cc9fa3904f4c3895383ae119ecb30fd818a,038ae433603aca2d36f93efbe97df71a,2034004,code.exe,rrivera,code.exe,DeviceFileEvents
2026-04-29T02:13:37Z,2026-04-29T02:13:37Z,WS-IT-02,FileRenamed,file_6768.zip,C:\Users\lwoods\Downloads,a87825a4509345006660ce0020f825203f9cec6948b6373614a6f253cac573f4,b3e18418bf6f6961f5bf431380951ac8d1d71c27,8476fd15701c6aa67428a5fcb841b4ff,4622427,code.exe,lwoods,code.exe,DeviceFileEvents
2026-04-29T02:13:56Z,2026-04-29T02:13:56Z,LAP-DEV-06,FileCreated,file_8330.log,C:\Windows\Temp,e4211eff2bd9c087581e867f26208808805f5ef5922bacd1fb07805278b5d0a8,daafaac7af749321a26c23a23ea477b7f7e47d34,dfef175a56c769833ac95ca479ae99bc,503974,explorer.exe,tnguyen,explorer.exe,DeviceFileEvents
2026-04-29T02:15:17Z,2026-04-29T02:15:17Z,SVR-DC-01,FileModified,file_5431.png,C:\Users\bsato\Pictures,9bf1df1df7e94cb7b7625c9deb323c1fa594be1444a18da640aa02be04ab0dec,4e0bef28072867ba2a3106277f9c083df5871adf,c093594a3f5fa6cd2bd332bc299095ec,1003212,chrome.exe,bsato,chrome.exe,DeviceFileEvents
2026-04-29T02:15:39Z,2026-04-29T02:15:39Z,WS-DEV-02,FileCreated,expenses.pdf,C:\Users\dchen\Downloads,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000,00000000000000000000000000000000,4381632,chrome.exe,dchen,chrome.exe,DeviceFileEvents
2026-04-29T02:17:24Z,2026-04-29T02:17:24Z,LAP-SALES-04,FileModified,file_6271.png,C:\Users\sthompson\Pictures,5b2add811075091c7a873e435b04038b6fbe43c956fe317194df20cc1f379043,12787d2a269754ee70982ad1a8402ab1e44c387e,19d688a189f40f58dbd2eca594496f5b,1546106,code.exe,sthompson,code.exe,DeviceFileEvents
2026-04-29T02:17:44Z,2026-04-29T02:17:44Z,SVR-DC-01,FileCreated,file_4920.png,C:\Users\tnguyen\Pictures,9a5f7db8c4e5bc1469e6454073eb783cbc0e02b75d82349054aae97b53d93271,6585f5cdabaa806e7637fe071d6c4dff6b7077b0,a324cd3946d9c4467fe0b3a06bb39aa0,3749300,OUTLOOK.EXE,tnguyen,OUTLOOK.EXE,DeviceFileEvents
2026-04-29T02:17:54Z,2026-04-29T02:17:54Z,WS-HR-03,FileCreated,file_8985.log,C:\Windows\Temp,b55fe76e56831b98e16dc0638589e971c4f36a4043e9ddb052050f4de2e5f4ca,ebca8874c378ddb70560b6b27d3fc547e5072923,fa06f0561a95a2481932c132f59217af,1081260,OUTLOOK.EXE,agarcia,OUTLOOK.EXE,DeviceFileEvents
2026-04-29T02:18:00Z,2026-04-29T02:18:00Z,WS-HR-03,FileModified,file_1042.cache,C:\Users\tnguyen\AppData\Local\Microsoft\Windows\INetCache,3d043407f9b398fca2d877e56da69e4a0982a2358dfc023c09d396560b462a82,b5e3be28d85823672b7463b32c3eba859ac4eedb,9dd763ae94e991f70d7a650d5cb7891a,4230718,code.exe,tnguyen,code.exe,DeviceFileEvents
2026-04-29T02:19:16Z,2026-04-29T02:19:16Z,WS-IT-01,FileModified,file_9374.pdf,C:\Users\phopkins\Downloads,d1acd7190204a1e9cd5aa4f9aaf43a0a707b142c510960a24ce3b1e319dc7fbe,7ffdfaa028e9424a5d5b5d5f3d3170d7c6f49cf2,6a617b2b9f00a1eefefc4fcf7ef28167,279773,code.exe,phopkins,code.exe,DeviceFileEvents
2026-04-29T02:20:11Z,2026-04-29T02:20:11Z,SVR-WEB-01,FileCreated,file_6363.tmp,C:\Users\ehernandez\AppData\Local\Temp,65ffe67fea0e41eaa8ed7e0d552c373353a6f53284bb50e72276247f093ab4de,cd68af36a3101efbbf1b9b54dd084e3920daf58c,4aa52fb0d159af97b5f9aba4a780a3b7,1000889,chrome.exe,ehernandez,chrome.exe,DeviceFileEvents
2026-04-29T02:20:41Z,2026-04-29T02:20:41Z,WS-SUPPORT-01,FileModified,file_8825.docx,C:\Users\kpatel\Documents,bcaae50930cab2fed96d50e7aa14ff97eee8017c023ae94175f948ad67592119,22433ef5589102ba47fb48d238cf44a047d89cfb,309f1e45c089e442328721c9a9f145de,126966,explorer.exe,kpatel,explorer.exe,DeviceFileEvents
2026-04-29T02:20:45Z,2026-04-29T02:20:45Z,WS-SUPPORT-01,FileCreated,file_8146.zip,C:\Users\ssmith\Downloads,6244d535b407bc93ae1cd3d93248a09c4d2d7f351472f9e5fcce7fdd422518c1,ceedb8fa0262f0281fac5eac005718224d291e59,2555731b8c0f089175aa7e0a40de4c72,2568112,code.exe,ssmith,code.exe,DeviceFileEvents
2026-04-29T02:22:37Z,2026-04-29T02:22:37Z,WS-MKT-02,FileModified,file_4700.log,C:\Windows\Temp,030385d99e4b73512b16ec13fcd71f8b044e2b46923a943d2772b9ca438013f9,cbdf59e40fb7a45ffeb1a772918cef3bb3fc4b9f,27c7226565c90d19d563c19cef3f840a,3054253,OUTLOOK.EXE,tnguyen,OUTLOOK.EXE,DeviceFileEvents
2026-04-29T02:22:37Z,2026-04-29T02:22:37Z,LAP-DEV-06,FileDeleted,file_2851.cache,C:\Users\vchen\AppData\Local\Microsoft\Windows\INetCache,413a13e0c89ffe33018cea068626e7a25127d69d73e1a3d8215313c8e7234c94,2552be7aaf81cd6cd07d2c326af886756ea8a50f,78753bb6adb3279a9de37502fb8544df,3572060,OUTLOOK.EXE,vchen,OUTLOOK.EXE,DeviceFileEvents
2026-04-29T02:23:06Z,2026-04-29T02:23:06Z,WS-IT-02,FileCreated,file_2328.cache,C:\Users\tnguyen\AppData\Local\Microsoft\Windows\INetCache,53e886bb416f166977b36c26624dc07b8f0acef263088ce35feae6cf1fedbeea,62ae5802204728012461a6a81c010812d7f9c2d1,5ba15b1affc073a1e63057fe130697ed,661522,explorer.exe,tnguyen,explorer.exe,DeviceFileEvents
2026-04-29T02:23:29Z,2026-04-29T02:23:29Z,WS-MKT-01,FileCreated,file_3946.xlsx,C:\Users\bcarter\Documents,af3e166b68e13f8c47b865edef87b6d9014588d2e0eab06196c5b3101cad3661,9b70bdc2f97c19cc60a64552ea08e1b44e7c59fb,076adab3bd583fa783d7cbe2c0cc7bcc,181658,chrome.exe,bcarter,chrome.exe,DeviceFileEvents
2026-04-29T02:23:42Z,2026-04-29T02:23:42Z,WS-MKT-01,FileModified,file_9253.cache,C:\Users\fortega\AppData\Local\Microsoft\Windows\INetCache,b260b863fe01eb8dfcb1d63d0d977ee383b2c5e61dfd1363370aa552604b24a5,2b1624a6cfa76a77adacf0f92e5dcefa1096aa9b,cc8aa7e5f007e637c789ed2f5f1c8fa8,3701860,OUTLOOK.EXE,fortega,OUTLOOK.EXE,DeviceFileEvents
2026-04-29T02:24:11Z,2026-04-29T02:24:11Z,WS-MKT-01,FileModified,file_1692.cache,C:\Users\kpatel\AppData\Local\Microsoft\Windows\INetCache,64b8f9981fa60f6b213eced3e6a2f646b25ebbca8540c5ac96e81290a97ec9a6,6738bebe80c00e2d32a2402902c7fe61f9f8c9ad,cbd814c9fcdcde10636f4a934075607b,2875326,chrome.exe,kpatel,chrome.exe,DeviceFileEvents
2026-04-29T02:25:41Z,2026-04-29T02:25:41Z,WS-FINANCE-01,FileModified,file_3096.tmp,C:\Users\lwoods\AppData\Local\Temp,88b3a5e736c69cc8e70b8ccccb7b665980ac7d6ffb2eab14539c654fea553ca5,038f1d5b0414bd94367ac6b09852a6ada805a2c4,0886a9597e2304c9def6aeb09a629757,3359399,explorer.exe,lwoods,explorer.exe,DeviceFileEvents
2026-04-29T02:26:03Z,2026-04-29T02:26:03Z,SVR-WEB-01,FileModified,file_9638.log,C:\Windows\Temp,e01477c88dccbd65b921bbdf7b6515b0ab46ae04450d6edb71d1a360aa93b29d,5d562f75880b9cd42430f65883571a3b19449207,e79460a41715ba31b91d574b81403b47,75211,OneDrive.exe,phopkins,OneDrive.exe,DeviceFileEvents
2026-04-29T02:26:12Z,2026-04-29T02:26:12Z,WS-MKT-02,FileCreated,file_6408.zip,C:\Users\sthompson\Downloads,9486e43b0913a0dec0002e3c3aec90c59a27e392dbbda4e9904f0d758b4da9c0,19c731a932b8afe09af880a2739282b0135d78cd,4ea26a544e43c3b4307a4c5f2899a123,644915,explorer.exe,sthompson,explorer.exe,DeviceFileEvents
2026-04-29T02:26:45Z,2026-04-29T02:26:45Z,WS-SUPPORT-01,FileModified,file_4650.zip,C:\Users\gnorris\Downloads,f520398f90d6c2bc102887a56dd56652ba9a05c2292c5c47f13208491b39f48d,f4de6bc5c98412d0a2eeac6ecbd5652ba7f7f086,110d88f25701c9bd25b837caa12b463a,1343186,svchost.exe,gnorris,svchost.exe,DeviceFileEvents
2026-04-29T02:26:53Z,2026-04-29T02:26:53Z,WS-HR-03,FileDeleted,file_7184.png,C:\Users\mwhite\Pictures,98090f37dd626d94bc3c1268935c82a6a0bc440cdd4e59edb5b41196da376115,2ddfb42b3d2cdf7b3a696cb2a04ad6a0091ec347,a0b49dbbd9c4cd94cc2cd3cdf57d65c2,4618222,code.exe,mwhite,code.exe,DeviceFileEvents
2026-04-29T02:27:04Z,2026-04-29T02:27:04Z,LAP-EXEC-01,FileModified,file_5331.png,C:\Users\phopkins\Pictures,7191f9ba4d60341edbd4a297bd9bd25068522acb2f4932c4cc231217aebf9e9b,bccf52cd561033cc695629e2c5579b3e9a704857,fc07b90f96789a8058f01172c75716b7,3176355,code.exe,phopkins,code.exe,DeviceFileEvents
2026-04-29T02:27:26Z,2026-04-29T02:27:26Z,WS-FIN-03,FileDeleted,file_9699.cache,C:\Users\gnorris\AppData\Local\Microsoft\Windows\INetCache,bde7c6a9c4c3b0e5b938158d1ba47dd0aeaf88f93f3ebdb88c4464165f734c12,d9c023060f496b199b933d3b1eb720426391ebef,9aae42739a421bcbe9d402e0f51969da,1743647,chrome.exe,gnorris,chrome.exe,DeviceFileEvents
2026-04-29T02:27:28Z,2026-04-29T02:27:28Z,WS-DEV-02,FileModified,file_8730.png,C:\Users\jharris\Pictures,2db62145fb9a446e61c59f86d684e34432488d9c51fbc3db44bc698dbf84128f,8089da2b200f13bbdc764a5b45e533bdc79d031a,1b84d5139f3d6ea374f96a29bbf77d9c,2014806,explorer.exe,jharris,explorer.exe,DeviceFileEvents
2026-04-29T02:27:28Z,2026-04-29T02:27:28Z,WS-ENG-01,FileModified,file_8086.tmp,C:\Users\iyamamoto\AppData\Local\Temp,4538657a9ce369fc0264282b5ba62248543e04d42d694d4ef4ea8d5a94538957,1ba0196388dd312dad4f3656cab2eed639c8cf08,f3bd6841e87ceb758bd34618a4fafe19,1948923,OUTLOOK.EXE,iyamamoto,OUTLOOK.EXE,DeviceFileEvents
