TimeGenerated,EventTime,Computer,HostName,HostIP,Facility,SeverityLevel,ProcessName,ProcessID,SyslogMessage,CollectorHostName,Type
2026-04-28T23:36:41Z,2026-04-28T23:36:41Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,auth,info,apt,17393,"Upgrading: openssl, libssl3",syslog-collector-01,Syslog
2026-04-28T23:37:08Z,2026-04-28T23:37:08Z,SVR-WEB-LX-01,SVR-WEB-LX-01,10.0.30.10,auth,info,dbus-daemon,3603,[system] Successfully activated service 'org.freedesktop.systemd1',syslog-collector-01,Syslog
2026-04-28T23:37:17Z,2026-04-28T23:37:17Z,SVR-DB-LX-01,SVR-DB-LX-01,10.0.30.20,auth,warning,systemd-resolved,33364,DNSSEC validation failed for question example.com IN A: signature-expired,syslog-collector-01,Syslog
2026-04-28T23:38:24Z,2026-04-28T23:38:24Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,daemon,notice,CRON,12629,(jenkins) CMD (/usr/lib/sysstat/sa1 1 1),syslog-collector-01,Syslog
2026-04-28T23:38:34Z,2026-04-28T23:38:34Z,SVR-WEB-LX-01,SVR-WEB-LX-01,10.0.30.10,auth,warning,apt,55644,"Upgrading: openssl, libssl3",syslog-collector-01,Syslog
2026-04-28T23:39:58Z,2026-04-28T23:39:58Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,kern,info,CRON,38064,(backup) CMD (test -x /usr/sbin/anacron || (cd / && run-parts --report /etc/cron.daily)),syslog-collector-01,Syslog
2026-04-28T23:39:58Z,2026-04-28T23:39:58Z,SVR-DB-LX-01,SVR-DB-LX-01,10.0.30.20,auth,info,dbus-daemon,3143,[system] Successfully activated service 'org.freedesktop.systemd1',syslog-collector-01,Syslog
2026-04-28T23:39:59Z,2026-04-28T23:39:59Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,auth,warning,CRON,3750,(postgres) CMD (/etc/munin/plugins/check-disk-342 > /dev/null 2>&1),syslog-collector-01,Syslog
2026-04-28T23:40:03Z,2026-04-28T23:40:03Z,SVR-WEB-LX-01,SVR-WEB-LX-01,10.0.30.10,cron,info,sshd-session,9430,Accepted publickey for www-data from 10.184.221.70 port 40237 ssh2: RSA SHA256:4a38e289,syslog-collector-01,Syslog
2026-04-28T23:40:19Z,2026-04-28T23:40:19Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,cron,info,apt,19653,Finished apt-daily.service.,syslog-collector-01,Syslog
2026-04-28T23:40:21Z,2026-04-28T23:40:21Z,SVR-DB-LX-01,SVR-DB-LX-01,10.0.30.20,cron,err,apt,50610,Started Daily apt download activities.,syslog-collector-01,Syslog
2026-04-28T23:40:53Z,2026-04-28T23:40:53Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,daemon,notice,CRON,20915,(ubuntu) CMD (/usr/lib/sysstat/sa1 1 1),syslog-collector-01,Syslog
2026-04-28T23:41:42Z,2026-04-28T23:41:42Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,kern,info,CRON,33694,(ubuntu) CMD (test -x /usr/sbin/anacron || (cd / && run-parts --report /etc/cron.daily)),syslog-collector-01,Syslog
2026-04-28T23:41:54Z,2026-04-28T23:41:54Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,cron,err,CRON,33259,(postgres) CMD (/etc/munin/plugins/check-disk-7701 > /dev/null 2>&1),syslog-collector-01,Syslog
2026-04-28T23:42:21Z,2026-04-28T23:42:21Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,auth,info,CRON,49074,(root) CMD (/etc/munin/plugins/check-disk-5740 > /dev/null 2>&1),syslog-collector-01,Syslog
2026-04-28T23:42:46Z,2026-04-28T23:42:46Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,user,info,CRON,6857,(backup) CMD (test -x /usr/sbin/anacron || (cd / && run-parts --report /etc/cron.daily)),syslog-collector-01,Syslog
2026-04-28T23:43:07Z,2026-04-28T23:43:07Z,SVR-WEB-LX-01,SVR-WEB-LX-01,10.0.30.10,auth,notice,sudo,5348,root : TTY=pts/0 ; PWD=/home/root ; USER=root ; COMMAND=/bin/systemctl status nginx,syslog-collector-01,Syslog
2026-04-28T23:43:13Z,2026-04-28T23:43:13Z,SVR-DB-LX-01,SVR-DB-LX-01,10.0.30.20,kern,info,apt,59343,Finished apt-daily.service.,syslog-collector-01,Syslog
2026-04-28T23:43:37Z,2026-04-28T23:43:37Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,daemon,info,snapd,46635,Connection from 10.102.91.12 closed,syslog-collector-01,Syslog
2026-04-28T23:43:57Z,2026-04-28T23:43:57Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,daemon,info,CRON,63871,(postgres) CMD (test -x /usr/sbin/anacron || (cd / && run-parts --report /etc/cron.daily)),syslog-collector-01,Syslog
2026-04-28T23:44:00Z,2026-04-28T23:44:00Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,auth,warning,systemd,10787,Started Session 1251 of user backup.,syslog-collector-01,Syslog
2026-04-28T23:44:16Z,2026-04-28T23:44:16Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,mail,info,CRON,17943,(backup) CMD (/usr/lib/sysstat/sa1 1 1),syslog-collector-01,Syslog
2026-04-28T23:47:40Z,2026-04-28T23:47:40Z,SVR-WEB-LX-01,SVR-WEB-LX-01,10.0.30.10,cron,err,apt,40829,Started Daily apt download activities.,syslog-collector-01,Syslog
2026-04-28T23:48:11Z,2026-04-28T23:48:11Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,cron,info,systemd,27763,Started Session 414 of user root.,syslog-collector-01,Syslog
2026-04-28T23:48:13Z,2026-04-28T23:48:13Z,SVR-WEB-LX-01,SVR-WEB-LX-01,10.0.30.10,cron,info,CRON,24658,(ubuntu) CMD (/etc/munin/plugins/check-disk-227 > /dev/null 2>&1),syslog-collector-01,Syslog
2026-04-28T23:48:17Z,2026-04-28T23:48:17Z,SVR-DB-LX-01,SVR-DB-LX-01,10.0.30.20,cron,notice,CRON,50830,(jenkins) CMD (test -x /usr/sbin/anacron || (cd / && run-parts --report /etc/cron.daily)),syslog-collector-01,Syslog
2026-04-28T23:49:08Z,2026-04-28T23:49:08Z,SVR-DB-LX-01,SVR-DB-LX-01,10.0.30.20,auth,info,snapd,45410,Connection from 172.20.34.226 closed,syslog-collector-01,Syslog
2026-04-28T23:49:15Z,2026-04-28T23:49:15Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,kern,err,CRON,60056,(backup) CMD (/etc/munin/plugins/check-disk-8738 > /dev/null 2>&1),syslog-collector-01,Syslog
2026-04-28T23:49:17Z,2026-04-28T23:49:17Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,cron,info,CRON,61041,(ubuntu) CMD (/etc/munin/plugins/check-disk-3634 > /dev/null 2>&1),syslog-collector-01,Syslog
2026-04-28T23:49:18Z,2026-04-28T23:49:18Z,SVR-WEB-LX-01,SVR-WEB-LX-01,10.0.30.10,cron,info,CRON,14885,(root) CMD (test -x /usr/sbin/anacron || (cd / && run-parts --report /etc/cron.daily)),syslog-collector-01,Syslog
2026-04-28T23:49:48Z,2026-04-28T23:49:48Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,cron,info,CRON,19607,(www-data) CMD (test -x /usr/sbin/anacron || (cd / && run-parts --report /etc/cron.daily)),syslog-collector-01,Syslog
2026-04-28T23:50:05Z,2026-04-28T23:50:05Z,SVR-DB-LX-01,SVR-DB-LX-01,10.0.30.20,auth,debug,systemd,10002,Started Daily apt download activities.,syslog-collector-01,Syslog
2026-04-28T23:50:50Z,2026-04-28T23:50:50Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,cron,info,sudo,48015,deploy : TTY=pts/0 ; PWD=/home/deploy ; USER=root ; COMMAND=/bin/systemctl status nginx,syslog-collector-01,Syslog
2026-04-28T23:50:58Z,2026-04-28T23:50:58Z,SVR-DB-LX-01,SVR-DB-LX-01,10.0.30.20,auth,notice,sshd-session,12316,pam_unix(sshd:session): session opened for user postgres by (uid=0),syslog-collector-01,Syslog
2026-04-28T23:51:10Z,2026-04-28T23:51:10Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,auth,warning,snapd,43498,Connection from 172.21.232.96 closed,syslog-collector-01,Syslog
2026-04-28T23:51:11Z,2026-04-28T23:51:11Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,cron,info,snapd,42009,Started snap.snapd.service.,syslog-collector-01,Syslog
2026-04-28T23:51:54Z,2026-04-28T23:51:54Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,cron,notice,systemd,52786,Started Session 7529 of user ubuntu.,syslog-collector-01,Syslog
2026-04-28T23:51:55Z,2026-04-28T23:51:55Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,daemon,notice,sshd-session,18458,Connection closed by 10.38.216.2 port 6791 [preauth],syslog-collector-01,Syslog
2026-04-28T23:52:00Z,2026-04-28T23:52:00Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,cron,info,apt,22781,Started Daily apt download activities.,syslog-collector-01,Syslog
2026-04-28T23:52:02Z,2026-04-28T23:52:02Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,daemon,notice,CRON,10460,(jenkins) CMD (/etc/munin/plugins/check-disk-3305 > /dev/null 2>&1),syslog-collector-01,Syslog
2026-04-28T23:52:32Z,2026-04-28T23:52:32Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,cron,notice,CRON,58214,(jenkins) CMD (test -x /usr/sbin/anacron || (cd / && run-parts --report /etc/cron.daily)),syslog-collector-01,Syslog
2026-04-28T23:53:36Z,2026-04-28T23:53:36Z,SVR-WEB-LX-01,SVR-WEB-LX-01,10.0.30.10,auth,info,dbus-daemon,5143,[system] Successfully activated service 'org.freedesktop.systemd1',syslog-collector-01,Syslog
2026-04-28T23:54:09Z,2026-04-28T23:54:09Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,auth,err,CRON,47660,(jenkins) CMD (test -x /usr/sbin/anacron || (cd / && run-parts --report /etc/cron.daily)),syslog-collector-01,Syslog
2026-04-28T23:55:21Z,2026-04-28T23:55:21Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,cron,info,systemd,26236,Stopped Session 6006 of user deploy.,syslog-collector-01,Syslog
2026-04-28T23:56:01Z,2026-04-28T23:56:01Z,SVR-WEB-LX-01,SVR-WEB-LX-01,10.0.30.10,cron,info,sudo,62685,root : TTY=pts/0 ; PWD=/home/root ; USER=root ; COMMAND=/bin/systemctl status nginx,syslog-collector-01,Syslog
2026-04-28T23:56:06Z,2026-04-28T23:56:06Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,daemon,notice,dbus-daemon,31562,[system] Successfully activated service 'org.freedesktop.systemd1',syslog-collector-01,Syslog
2026-04-28T23:56:25Z,2026-04-28T23:56:25Z,SVR-DB-LX-01,SVR-DB-LX-01,10.0.30.20,cron,notice,snapd,17737,Started snap.snapd.service.,syslog-collector-01,Syslog
2026-04-28T23:56:30Z,2026-04-28T23:56:30Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,daemon,warning,sshd-session,28334,pam_unix(sshd:session): session opened for user backup by (uid=0),syslog-collector-01,Syslog
2026-04-28T23:56:48Z,2026-04-28T23:56:48Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,daemon,info,sshd-session,2796,pam_unix(sshd:session): session opened for user backup by (uid=0),syslog-collector-01,Syslog
2026-04-28T23:57:26Z,2026-04-28T23:57:26Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,mail,notice,sshd-session,15715,Accepted publickey for backup from 10.135.57.137 port 50560 ssh2: RSA SHA256:09116921,syslog-collector-01,Syslog
2026-04-28T23:58:00Z,2026-04-28T23:58:00Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,mail,info,CRON,59930,(root) CMD (/usr/lib/sysstat/sa1 1 1),syslog-collector-01,Syslog
2026-04-28T23:58:09Z,2026-04-28T23:58:09Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,cron,info,systemd,43951,Reloading.,syslog-collector-01,Syslog
2026-04-28T23:58:17Z,2026-04-28T23:58:17Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,auth,err,apt,43235,"Upgrading: openssl, libssl3",syslog-collector-01,Syslog
2026-04-28T23:58:49Z,2026-04-28T23:58:49Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,cron,info,sshd-session,35373,pam_unix(sshd:session): session closed for user deploy,syslog-collector-01,Syslog
2026-04-28T23:59:42Z,2026-04-28T23:59:42Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,cron,info,systemd,59542,Reloading.,syslog-collector-01,Syslog
2026-04-29T00:00:55Z,2026-04-29T00:00:55Z,SVR-DB-LX-01,SVR-DB-LX-01,10.0.30.20,auth,info,CRON,60805,(root) CMD (/usr/lib/sysstat/sa1 1 1),syslog-collector-01,Syslog
2026-04-29T00:01:01Z,2026-04-29T00:01:01Z,SVR-DB-LX-01,SVR-DB-LX-01,10.0.30.20,auth,info,systemd,24449,Reloading.,syslog-collector-01,Syslog
2026-04-29T00:01:35Z,2026-04-29T00:01:35Z,SVR-DB-LX-01,SVR-DB-LX-01,10.0.30.20,auth,info,systemd,11323,Stopped Session 9172 of user jenkins.,syslog-collector-01,Syslog
2026-04-29T00:01:48Z,2026-04-29T00:01:48Z,SVR-DB-LX-01,SVR-DB-LX-01,10.0.30.20,daemon,info,apt,32140,"Upgrading: openssl, libssl3",syslog-collector-01,Syslog
2026-04-29T00:02:10Z,2026-04-29T00:02:10Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,user,notice,sshd-session,59817,Accepted publickey for backup from 172.19.18.196 port 1577 ssh2: RSA SHA256:98b0f8bd,syslog-collector-01,Syslog
2026-04-29T00:02:18Z,2026-04-29T00:02:18Z,SVR-WEB-LX-01,SVR-WEB-LX-01,10.0.30.10,cron,warning,apt,3415,Started Daily apt download activities.,syslog-collector-01,Syslog
2026-04-29T00:02:28Z,2026-04-29T00:02:28Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,daemon,err,sudo,10167,ubuntu : TTY=pts/0 ; PWD=/home/ubuntu ; USER=root ; COMMAND=/usr/bin/apt update,syslog-collector-01,Syslog
2026-04-29T00:02:29Z,2026-04-29T00:02:29Z,SVR-LINUX-02,SVR-LINUX-02,10.0.20.21,user,info,CRON,20206,(root) CMD (/etc/munin/plugins/check-disk-7958 > /dev/null 2>&1),syslog-collector-01,Syslog
2026-04-29T00:02:32Z,2026-04-29T00:02:32Z,SVR-LINUX-01,SVR-LINUX-01,10.0.20.20,auth,info,apt,10762,Finished apt-daily.service.,syslog-collector-01,Syslog
