TimeGenerated,DeviceVendor,DeviceProduct,DeviceVersion,DeviceEventClassID,Activity,LogSeverity,DeviceAction,ApplicationProtocol,SourceIP,SourcePort,DestinationIP,DestinationPort,Protocol,SimplifiedDeviceAction,Computer,Type
2026-04-29T05:02:51Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,203.0.113.40,64704,104.18.32.115,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T05:03:07Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,https,10.180.225.146,62440,198.51.100.55,443,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T05:04:01Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,https,172.24.28.115,59241,142.250.80.46,443,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T05:04:04Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,dns,10.61.31.234,60138,192.168.140.211,53,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:04:13Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,dns,10.36.173.34,50430,10.14.49.124,53,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:04:57Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.247.238.195,54151,52.96.165.18,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:05:07Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.117.156.116,63583,151.101.1.69,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:05:56Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,52.96.165.18,64693,172.21.137.135,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T05:06:12Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,https,203.0.113.30,56195,199.232.65.69,443,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T05:06:14Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,dns,10.83.130.8,62288,23.40.44.17,53,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:07:01Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,dns,10.196.146.137,56771,10.232.127.150,53,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:08:06Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,10.122.39.142,64027,203.0.113.20,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T05:09:19Z,Cisco,ASA,9.16,100,Traffic,Low,allow,smb,10.115.120.220,52571,10.199.80.15,445,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T05:09:27Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,10.68.47.96,62770,10.175.90.249,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T05:09:56Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,dns,10.111.99.94,58193,172.217.14.110,53,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T05:09:56Z,Cisco,ASA,9.16,100,Traffic,Low,allow,dns,172.217.14.110,52600,172.20.43.20,53,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T05:10:01Z,Cisco,ASA,9.16,100,Traffic,Low,allow,ldap,157.240.22.35,54614,172.217.14.110,389,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T05:10:09Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,https,172.217.14.110,52797,10.187.38.42,443,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T05:10:12Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,High,drop,https,10.88.128.170,63600,10.226.88.65,443,TCP,drop,fw-edge-01,CommonSecurityLog
2026-04-29T05:10:34Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.253.191.196,60952,40.99.4.34,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:11:31Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Medium,deny,https,10.188.38.205,64884,104.18.32.115,443,TCP,deny,fw-edge-01,CommonSecurityLog
2026-04-29T05:11:42Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,dns,157.240.22.35,57674,151.101.1.69,53,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:12:08Z,Cisco,ASA,9.16,100,Traffic,Low,allow,smb,198.51.100.55,64828,10.153.122.191,445,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T05:12:26Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,dns,10.105.24.253,57955,20.232.97.97,53,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:12:43Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.58.13.97,57093,203.0.113.20,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:13:13Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,52.96.165.18,65243,20.232.97.97,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:13:20Z,Fortinet,FortiGate,7.2,100,Traffic,High,drop,http,10.39.136.113,54548,10.52.55.231,80,TCP,drop,fw-perim-01,CommonSecurityLog
2026-04-29T05:13:58Z,Cisco,ASA,9.16,100,Traffic,Low,allow,dns,203.0.113.20,64900,172.17.95.234,53,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T05:15:19Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,dns,172.23.68.29,61967,13.107.42.14,53,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T05:15:19Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,dns,10.18.236.159,50214,10.231.133.42,53,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T05:15:21Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,https,104.18.32.115,65153,10.243.114.216,443,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T05:15:34Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,ssh,10.181.188.44,58106,157.240.22.35,22,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T05:15:49Z,Cisco,ASA,9.16,100,Traffic,High,drop,http,10.250.87.152,64527,10.255.244.148,80,TCP,drop,fw-edge-02,CommonSecurityLog
2026-04-29T05:16:54Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,http,10.227.222.5,50474,40.99.4.34,80,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:17:01Z,Cisco,ASA,9.16,100,Traffic,Low,allow,http,10.162.2.198,63361,172.17.121.88,80,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T05:17:11Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.209.196.109,56081,203.0.113.20,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:17:11Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,10.248.167.217,58686,10.29.45.129,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T05:17:24Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,http,172.25.53.135,58765,172.24.176.150,80,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T05:18:03Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,smb,10.207.191.62,64001,172.23.240.198,445,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T05:18:31Z,Fortinet,FortiGate,7.2,100,Traffic,Medium,deny,https,172.29.185.199,56475,203.0.113.30,443,TCP,deny,fw-perim-01,CommonSecurityLog
2026-04-29T05:19:11Z,Cisco,ASA,9.16,100,Traffic,Medium,deny,https,172.27.79.85,64158,10.169.148.108,443,TCP,deny,fw-edge-02,CommonSecurityLog
2026-04-29T05:19:16Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,172.21.80.219,58122,151.101.1.69,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:19:59Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,ssh,172.22.203.128,56494,172.17.72.16,22,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:20:02Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.134.45.88,53375,20.232.97.97,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:20:31Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,172.23.174.18,64948,199.232.65.69,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T05:21:01Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,10.159.66.186,49865,151.101.1.69,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T05:21:07Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,23.40.44.17,65476,172.18.35.135,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T05:21:40Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,https,10.0.10.11,60623,142.250.80.110,443,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T05:21:43Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.178.96.169,51313,10.146.52.183,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:22:13Z,Cisco,ASA,9.16,100,Traffic,Low,allow,ldap,192.168.103.253,51155,23.40.44.17,389,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T05:23:07Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,172.217.14.110,55074,10.220.27.171,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:23:29Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,http,23.40.44.17,54340,13.107.42.14,80,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:24:10Z,Fortinet,FortiGate,7.2,100,Traffic,Medium,deny,https,203.0.113.20,65492,203.0.113.20,443,TCP,deny,fw-perim-01,CommonSecurityLog
2026-04-29T05:24:21Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,10.233.193.80,52783,10.29.106.65,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T05:24:41Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,smtp,185.220.101.5,52686,40.99.4.34,25,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:24:45Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,http,10.120.25.138,55448,52.96.165.18,80,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T05:25:19Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,http,10.35.159.250,60173,157.240.22.35,80,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:25:54Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,104.18.32.115,63570,10.216.7.99,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:25:59Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,172.25.156.209,54302,203.0.113.20,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T05:26:23Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Medium,deny,rdp,10.125.130.170,54862,10.232.127.14,3389,TCP,deny,fw-edge-01,CommonSecurityLog
2026-04-29T05:26:27Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.86.176.43,56652,151.101.1.69,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:26:35Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,smb,10.236.57.42,58987,10.135.43.152,445,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:26:37Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.34.141.81,58759,203.0.113.10,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:26:42Z,Cisco,ASA,9.16,100,Traffic,Low,allow,dns,142.250.80.46,54270,10.189.86.78,53,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T05:26:50Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.4.35.129,60511,203.0.113.40,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:28:10Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,dns,172.23.216.126,53352,10.175.22.191,53,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T05:28:12Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.236.247.231,57059,203.0.113.40,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:30:17Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,10.50.113.170,57940,172.20.44.99,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T05:30:36Z,Cisco,ASA,9.16,100,Traffic,Low,allow,ssh,10.91.103.223,60242,10.204.250.176,22,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T05:31:06Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,High,drop,dns,172.18.177.92,59804,40.99.4.34,53,TCP,drop,fw-edge-01,CommonSecurityLog
2026-04-29T05:31:38Z,Cisco,ASA,9.16,100,Traffic,Low,allow,http,203.0.113.20,50565,172.217.14.110,80,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T05:31:45Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,rdp,104.18.32.115,60346,142.250.80.46,3389,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:31:46Z,Fortinet,FortiGate,7.2,100,Traffic,Medium,deny,https,10.36.112.54,55308,203.0.113.20,443,TCP,deny,fw-perim-01,CommonSecurityLog
2026-04-29T05:32:01Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,rdp,10.191.202.156,51823,52.96.165.18,3389,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T05:32:44Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,https,172.25.198.149,64937,172.217.14.110,443,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T05:33:10Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,https,10.0.20.10,58812,13.107.42.14,443,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T05:33:18Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.101.43.147,51067,23.40.44.17,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:33:19Z,Cisco,ASA,9.16,100,Traffic,Low,allow,http,199.232.65.69,60540,172.21.92.196,80,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T05:33:25Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,142.250.80.46,64968,52.96.165.18,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:35:32Z,Cisco,ASA,9.16,100,Traffic,Low,allow,rdp,10.199.104.250,49708,10.217.124.120,3389,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T05:35:39Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.76.88.50,60712,10.213.240.53,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:35:45Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,10.158.33.1,50309,142.250.80.46,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T05:36:44Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Medium,deny,https,199.232.65.69,54857,172.217.14.110,443,TCP,deny,fw-edge-01,CommonSecurityLog
2026-04-29T05:36:55Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,smtp,10.166.65.175,62690,157.240.22.35,25,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:37:28Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,https,10.124.1.176,62687,157.240.22.35,443,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T05:37:31Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,https,20.232.97.97,54512,40.99.4.34,443,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T05:37:31Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.107.200.109,51564,10.155.245.45,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:37:51Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.143.172.3,50765,192.168.251.157,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:37:55Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,http,142.250.80.46,60988,203.0.113.40,80,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:37:57Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,dns,10.102.79.182,63950,10.229.168.107,53,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T05:38:53Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,https,172.23.27.95,51170,203.0.113.30,443,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T05:38:57Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,10.77.145.218,51519,172.217.14.110,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T05:39:02Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,dns,10.86.2.233,53110,157.240.22.35,53,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:39:16Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,10.125.204.186,60502,172.30.211.215,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T05:39:58Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,smb,172.28.55.215,57963,157.240.22.35,445,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T05:40:07Z,Fortinet,FortiGate,7.2,100,Traffic,Medium,deny,http,52.96.165.18,58867,104.18.32.115,80,TCP,deny,fw-perim-01,CommonSecurityLog
2026-04-29T05:40:18Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,dns,157.240.22.35,62098,203.0.113.20,53,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T05:40:33Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,https,172.26.174.5,52114,13.107.42.14,443,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T05:40:43Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.96.72.243,49652,10.186.96.99,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:40:49Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,https,203.0.113.30,50277,10.167.117.105,443,TCP,allow,fw-edge-01,CommonSecurityLog
2026-04-29T05:41:06Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.0.71.8,56186,23.40.44.17,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:41:09Z,Fortinet,FortiGate,7.2,100,Traffic,Medium,deny,https,142.250.80.46,62128,203.0.113.20,443,TCP,deny,fw-perim-01,CommonSecurityLog
2026-04-29T05:41:15Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,142.250.80.46,56485,10.151.128.129,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T05:41:54Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,10.1.177.104,65220,157.240.22.35,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T05:42:02Z,Cisco,ASA,9.16,100,Traffic,Low,allow,ssh,10.17.162.67,57385,10.124.38.101,22,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T05:42:35Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.217.253.192,60744,13.107.42.14,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:42:36Z,Fortinet,FortiGate,7.2,100,Traffic,High,drop,https,151.101.1.69,54922,192.168.69.248,443,TCP,drop,fw-perim-01,CommonSecurityLog
2026-04-29T05:43:19Z,Cisco,ASA,9.16,100,Traffic,Low,allow,https,192.168.24.176,52121,10.26.156.4,443,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T05:43:19Z,Cisco,ASA,9.16,100,Traffic,Low,allow,ssh,10.6.20.7,56021,10.28.17.116,22,TCP,allow,fw-edge-02,CommonSecurityLog
2026-04-29T05:43:37Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,172.23.158.187,62320,23.40.44.17,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:43:43Z,Fortinet,FortiGate,7.2,100,Traffic,Low,allow,https,10.141.53.54,56329,10.193.254.18,443,TCP,allow,fw-perim-01,CommonSecurityLog
2026-04-29T05:44:17Z,Palo Alto Networks,PAN-OS,1.0,100,Traffic,Low,allow,smb,10.129.89.92,51989,40.99.4.34,445,TCP,allow,fw-edge-01,CommonSecurityLog
