TimeGenerated,Date,Time,sSiteName,sComputerName,sIP,csMethod,csUriStem,csUriQuery,sPort,csUserName,cIP,csUserAgent,scStatus,scSubStatus,scWin32Status,scBytes,csBytes,TimeTaken,Computer,Type
2026-04-29T05:04:04Z,2026-04-29,05:04:04,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/api/v1/login,-,443,-,13.107.42.14,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,401,0,0,39366,2995,801,SVR-WEB-LX-01,W3CIISLog
2026-04-29T05:04:12Z,2026-04-29,05:04:12,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/,-,443,-,172.28.64.154,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,200,0,0,36881,3852,100,SVR-WEB-01,W3CIISLog
2026-04-29T05:04:15Z,2026-04-29,05:04:15,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/admin/users,-,443,-,10.52.122.157,curl/7.81.0,403,0,0,19476,1104,2861,SVR-WEB-LX-01,W3CIISLog
2026-04-29T05:04:53Z,2026-04-29,05:04:53,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/api/v1/users,-,443,-,172.31.64.165,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,200,0,0,34005,1248,899,SVR-WEB-01,W3CIISLog
2026-04-29T05:05:03Z,2026-04-29,05:05:03,W3SVC1,SVR-WEB-LX-01,10.0.30.10,POST,/static/app.js,-,443,-,10.155.192.186,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,200,0,0,12501,2994,1267,SVR-WEB-LX-01,W3CIISLog
2026-04-29T05:05:25Z,2026-04-29,05:05:25,W3SVC2,SVR-WEB-02,10.0.20.11,OPTIONS,/favicon.ico,-,443,-,151.101.1.69,curl/7.81.0,200,0,0,34101,2332,3885,SVR-WEB-02,W3CIISLog
2026-04-29T05:06:11Z,2026-04-29,05:06:11,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/api/v1/login,-,443,-,198.51.100.55,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,401,0,0,10653,2366,4958,SVR-WEB-01,W3CIISLog
2026-04-29T05:06:12Z,2026-04-29,05:06:12,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/api/v1/orders,-,443,-,172.31.30.40,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,200,0,0,23889,3175,2584,SVR-WEB-02,W3CIISLog
2026-04-29T05:06:13Z,2026-04-29,05:06:13,W3SVC1,SVR-WEB-LX-01,10.0.30.10,POST,/static/app.js,-,443,-,10.185.34.146,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,200,0,0,16686,2152,2963,SVR-WEB-LX-01,W3CIISLog
2026-04-29T05:07:12Z,2026-04-29,05:07:12,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/api/v1/health,-,443,-,10.176.150.26,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,200,0,0,37073,4332,2331,SVR-WEB-02,W3CIISLog
2026-04-29T05:07:22Z,2026-04-29,05:07:22,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/wp-admin,-,443,-,203.0.113.20,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,404,0,0,4141,895,1330,SVR-WEB-LX-01,W3CIISLog
2026-04-29T05:07:46Z,2026-04-29,05:07:46,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/index.html,-,443,-,172.217.14.110,curl/7.81.0,200,0,0,34039,298,1795,SVR-WEB-02,W3CIISLog
2026-04-29T05:07:54Z,2026-04-29,05:07:54,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/logout,-,443,-,157.240.22.35,curl/7.81.0,200,0,0,464,3383,4128,SVR-WEB-LX-01,W3CIISLog
2026-04-29T05:08:18Z,2026-04-29,05:08:18,W3SVC1,SVR-WEB-01,10.0.20.10,POST,/logout,-,443,-,104.18.32.115,curl/7.81.0,200,0,0,39616,691,1654,SVR-WEB-01,W3CIISLog
2026-04-29T05:08:34Z,2026-04-29,05:08:34,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/login,-,443,-,151.101.1.69,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,200,0,0,9610,1014,589,SVR-WEB-01,W3CIISLog
2026-04-29T05:08:42Z,2026-04-29,05:08:42,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/logout,-,443,-,40.99.4.34,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,200,0,0,30295,1859,669,SVR-WEB-02,W3CIISLog
2026-04-29T05:08:52Z,2026-04-29,05:08:52,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/wp-admin,-,443,-,10.232.18.175,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,404,0,0,44620,2233,3846,SVR-WEB-LX-01,W3CIISLog
2026-04-29T05:10:12Z,2026-04-29,05:10:12,W3SVC1,SVR-WEB-01,10.0.20.10,PUT,/admin/users,-,443,-,157.240.22.35,curl/7.81.0,403,0,0,45092,4990,1345,SVR-WEB-01,W3CIISLog
2026-04-29T05:10:13Z,2026-04-29,05:10:13,W3SVC1,SVR-WEB-01,10.0.20.10,POST,/api/v1/orders,-,443,-,172.28.210.97,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),200,0,0,5966,4913,2917,SVR-WEB-01,W3CIISLog
2026-04-29T05:10:13Z,2026-04-29,05:10:13,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/api/v1/users,-,443,-,10.51.85.87,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),200,0,0,42479,4236,2719,SVR-WEB-01,W3CIISLog
2026-04-29T05:10:23Z,2026-04-29,05:10:23,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/api/v1/health,-,443,-,10.158.148.74,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,200,0,0,46147,1707,2896,SVR-WEB-02,W3CIISLog
2026-04-29T05:10:26Z,2026-04-29,05:10:26,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/admin/users,-,443,-,203.0.113.30,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),403,0,0,39377,3410,2586,SVR-WEB-LX-01,W3CIISLog
2026-04-29T05:10:47Z,2026-04-29,05:10:47,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/admin,-,443,-,10.181.209.218,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,401,0,0,10813,158,303,SVR-WEB-02,W3CIISLog
2026-04-29T05:11:04Z,2026-04-29,05:11:04,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/.env,-,443,-,172.29.251.26,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),404,0,0,43406,1986,4522,SVR-WEB-LX-01,W3CIISLog
2026-04-29T05:11:20Z,2026-04-29,05:11:20,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/,-,443,-,10.125.145.9,python-requests/2.28.1,200,0,0,47074,4437,3937,SVR-WEB-01,W3CIISLog
2026-04-29T05:11:24Z,2026-04-29,05:11:24,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/login,-,443,-,172.217.14.110,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,200,0,0,49194,2108,430,SVR-WEB-02,W3CIISLog
2026-04-29T05:11:40Z,2026-04-29,05:11:40,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/static/main.css,-,443,-,10.239.133.49,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,200,0,0,35226,986,2980,SVR-WEB-01,W3CIISLog
2026-04-29T05:12:12Z,2026-04-29,05:12:12,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/favicon.ico,-,443,-,157.240.22.35,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,200,0,0,35886,1003,4866,SVR-WEB-02,W3CIISLog
2026-04-29T05:12:51Z,2026-04-29,05:12:51,W3SVC1,SVR-WEB-LX-01,10.0.30.10,OPTIONS,/admin,-,443,-,10.203.56.220,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),401,0,0,6781,758,2836,SVR-WEB-LX-01,W3CIISLog
2026-04-29T05:13:12Z,2026-04-29,05:13:12,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/.env,-,443,-,172.26.27.21,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,404,0,0,35064,585,1910,SVR-WEB-02,W3CIISLog
2026-04-29T05:13:16Z,2026-04-29,05:13:16,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/wp-admin,-,443,-,10.157.188.150,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,404,0,0,35730,2561,3647,SVR-WEB-LX-01,W3CIISLog
2026-04-29T05:13:47Z,2026-04-29,05:13:47,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/api/v1/health,-,443,-,104.18.32.115,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),200,0,0,41683,2545,3122,SVR-WEB-01,W3CIISLog
2026-04-29T05:13:55Z,2026-04-29,05:13:55,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/api/v1/login,-,443,-,10.81.194.124,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,401,0,0,42169,4038,3055,SVR-WEB-01,W3CIISLog
2026-04-29T05:13:56Z,2026-04-29,05:13:56,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/api/v1/health,-,443,-,172.217.14.110,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,200,0,0,43037,795,100,SVR-WEB-02,W3CIISLog
2026-04-29T05:14:43Z,2026-04-29,05:14:43,W3SVC2,SVR-WEB-02,10.0.20.11,POST,/index.html,-,443,-,104.18.32.115,curl/7.81.0,200,0,0,42000,469,2630,SVR-WEB-02,W3CIISLog
2026-04-29T05:15:27Z,2026-04-29,05:15:27,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/favicon.ico,-,443,-,10.54.70.233,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,200,0,0,17784,1939,4139,SVR-WEB-02,W3CIISLog
2026-04-29T05:15:29Z,2026-04-29,05:15:29,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/,-,443,-,10.18.240.116,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,200,0,0,13392,1527,3514,SVR-WEB-02,W3CIISLog
2026-04-29T05:15:37Z,2026-04-29,05:15:37,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/favicon.ico,-,443,-,10.234.167.225,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,200,0,0,45837,206,213,SVR-WEB-02,W3CIISLog
2026-04-29T05:15:50Z,2026-04-29,05:15:50,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/.env,-,443,-,10.68.246.65,curl/7.81.0,404,0,0,9362,2513,784,SVR-WEB-02,W3CIISLog
2026-04-29T05:16:26Z,2026-04-29,05:16:26,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/,-,443,-,10.222.222.14,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,200,0,0,6496,1627,3815,SVR-WEB-01,W3CIISLog
2026-04-29T05:16:55Z,2026-04-29,05:16:55,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/api/v1/login,-,443,-,10.104.52.5,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,200,0,0,45438,205,1354,SVR-WEB-LX-01,W3CIISLog
2026-04-29T05:16:57Z,2026-04-29,05:16:57,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/static/app.js,-,443,-,172.217.14.110,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,200,0,0,40542,1457,4725,SVR-WEB-LX-01,W3CIISLog
2026-04-29T05:17:06Z,2026-04-29,05:17:06,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/api/v1/login,-,443,-,10.104.79.65,python-requests/2.28.1,200,0,0,31767,3326,3532,SVR-WEB-02,W3CIISLog
2026-04-29T05:17:19Z,2026-04-29,05:17:19,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/api/v1/login,-,443,-,203.0.113.40,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,401,0,0,43645,479,3881,SVR-WEB-LX-01,W3CIISLog
2026-04-29T05:17:32Z,2026-04-29,05:17:32,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/static/app.js,-,443,-,10.200.194.109,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,200,0,0,46708,2858,130,SVR-WEB-02,W3CIISLog
2026-04-29T05:17:38Z,2026-04-29,05:17:38,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/.env,-,443,-,10.107.3.192,curl/7.81.0,404,0,0,27340,1762,3818,SVR-WEB-02,W3CIISLog
2026-04-29T05:17:53Z,2026-04-29,05:17:53,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/login,-,443,-,10.180.186.65,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,200,0,0,2606,658,961,SVR-WEB-02,W3CIISLog
2026-04-29T05:17:59Z,2026-04-29,05:17:59,W3SVC2,SVR-WEB-02,10.0.20.11,POST,/index.html,-,443,-,10.134.108.146,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,200,0,0,23926,4061,875,SVR-WEB-02,W3CIISLog
2026-04-29T05:18:03Z,2026-04-29,05:18:03,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/api/v1/health,-,443,-,13.107.42.14,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,200,0,0,48946,3684,2130,SVR-WEB-LX-01,W3CIISLog
2026-04-29T05:18:14Z,2026-04-29,05:18:14,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/static/app.js,-,443,-,13.107.42.14,curl/7.81.0,200,0,0,43602,3279,993,SVR-WEB-LX-01,W3CIISLog
2026-04-29T05:18:14Z,2026-04-29,05:18:14,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/logout,-,443,-,10.43.34.200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,200,0,0,27287,3064,3232,SVR-WEB-LX-01,W3CIISLog
2026-04-29T05:18:58Z,2026-04-29,05:18:58,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/api/v1/users,-,443,-,10.112.191.82,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,200,0,0,20897,3073,1523,SVR-WEB-LX-01,W3CIISLog
2026-04-29T05:19:16Z,2026-04-29,05:19:16,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/static/main.css,-,443,-,10.127.213.230,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,200,0,0,17107,1969,4927,SVR-WEB-LX-01,W3CIISLog
2026-04-29T05:19:25Z,2026-04-29,05:19:25,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/api/v1/users,-,443,-,10.186.150.19,curl/7.81.0,200,0,0,939,4580,2439,SVR-WEB-01,W3CIISLog
2026-04-29T05:19:36Z,2026-04-29,05:19:36,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/logout,-,443,-,172.30.152.44,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,200,0,0,38107,4673,3299,SVR-WEB-01,W3CIISLog
2026-04-29T05:19:36Z,2026-04-29,05:19:36,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/api/v1/login,-,443,-,172.28.33.72,python-requests/2.28.1,401,0,0,22420,3020,4286,SVR-WEB-02,W3CIISLog
2026-04-29T05:20:43Z,2026-04-29,05:20:43,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/api/v1/users,-,443,-,10.165.90.233,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,200,0,0,18268,1934,4253,SVR-WEB-02,W3CIISLog
2026-04-29T05:20:50Z,2026-04-29,05:20:50,W3SVC2,SVR-WEB-02,10.0.20.11,DELETE,/index.html,-,443,-,10.100.85.247,python-requests/2.28.1,200,0,0,23686,947,3864,SVR-WEB-02,W3CIISLog
2026-04-29T05:20:52Z,2026-04-29,05:20:52,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/static/main.css,-,443,-,10.99.170.63,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,200,0,0,14649,1495,805,SVR-WEB-02,W3CIISLog
2026-04-29T05:20:55Z,2026-04-29,05:20:55,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/index.html,-,443,-,142.250.80.46,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),200,0,0,6511,4079,954,SVR-WEB-LX-01,W3CIISLog
2026-04-29T05:21:05Z,2026-04-29,05:21:05,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/static/main.css,-,443,-,203.0.113.30,curl/7.81.0,200,0,0,30885,4536,999,SVR-WEB-02,W3CIISLog
2026-04-29T05:21:21Z,2026-04-29,05:21:21,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/logout,-,443,-,203.0.113.10,curl/7.81.0,200,0,0,26612,683,3753,SVR-WEB-01,W3CIISLog
2026-04-29T05:21:31Z,2026-04-29,05:21:31,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/logout,-,443,-,10.88.95.64,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,200,0,0,8850,2671,1837,SVR-WEB-01,W3CIISLog
2026-04-29T05:21:44Z,2026-04-29,05:21:44,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/favicon.ico,-,443,-,10.233.217.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,200,0,0,27523,2544,2989,SVR-WEB-01,W3CIISLog
2026-04-29T05:22:28Z,2026-04-29,05:22:28,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/login,-,443,-,198.51.100.55,python-requests/2.28.1,200,0,0,42997,4814,1456,SVR-WEB-02,W3CIISLog
2026-04-29T05:22:29Z,2026-04-29,05:22:29,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/static/main.css,-,443,-,203.0.113.40,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,200,0,0,29061,2620,3293,SVR-WEB-02,W3CIISLog
2026-04-29T05:23:07Z,2026-04-29,05:23:07,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/api/v1/users,-,443,-,203.0.113.40,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,200,0,0,28366,764,1640,SVR-WEB-01,W3CIISLog
2026-04-29T05:23:43Z,2026-04-29,05:23:43,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/api/v1/login,-,443,-,10.231.240.81,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),401,0,0,23840,594,1453,SVR-WEB-01,W3CIISLog
2026-04-29T05:23:46Z,2026-04-29,05:23:46,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/login,-,443,-,10.179.54.50,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,200,0,0,43322,3915,4924,SVR-WEB-LX-01,W3CIISLog
2026-04-29T05:24:15Z,2026-04-29,05:24:15,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/logout,-,443,-,40.99.4.34,curl/7.81.0,200,0,0,29890,1266,2256,SVR-WEB-02,W3CIISLog
2026-04-29T05:25:12Z,2026-04-29,05:25:12,W3SVC1,SVR-WEB-01,10.0.20.10,GET,/api/v1/login,-,443,-,172.29.212.18,python-requests/2.28.1,200,0,0,43304,132,3076,SVR-WEB-01,W3CIISLog
2026-04-29T05:25:26Z,2026-04-29,05:25:26,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/admin,-,443,-,172.20.15.191,curl/7.81.0,401,0,0,9564,2555,2952,SVR-WEB-02,W3CIISLog
2026-04-29T05:25:26Z,2026-04-29,05:25:26,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/api/v1/login,-,443,-,23.40.44.17,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),401,0,0,4744,2356,1533,SVR-WEB-LX-01,W3CIISLog
2026-04-29T05:25:36Z,2026-04-29,05:25:36,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/api/v1/login,-,443,-,157.240.22.35,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,200,0,0,5674,3165,669,SVR-WEB-02,W3CIISLog
2026-04-29T05:26:10Z,2026-04-29,05:26:10,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/.env,-,443,-,172.28.240.138,python-requests/2.28.1,404,0,0,7969,1629,3977,SVR-WEB-LX-01,W3CIISLog
2026-04-29T05:26:36Z,2026-04-29,05:26:36,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/favicon.ico,-,443,-,20.232.97.97,curl/7.81.0,200,0,0,22759,1953,1259,SVR-WEB-02,W3CIISLog
2026-04-29T05:26:39Z,2026-04-29,05:26:39,W3SVC2,SVR-WEB-02,10.0.20.11,GET,/static/main.css,-,443,-,10.200.216.105,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,200,0,0,26515,134,110,SVR-WEB-02,W3CIISLog
2026-04-29T05:26:46Z,2026-04-29,05:26:46,W3SVC1,SVR-WEB-LX-01,10.0.30.10,GET,/,-,443,-,52.96.165.18,python-requests/2.28.1,200,0,0,10872,558,1450,SVR-WEB-LX-01,W3CIISLog
